,label,bow_wt,bow_stem,bow_lem
0,applic,,1.0,
1,application,1.0,,1.0
2,assign,,1.0,
3,assigned,1.0,,1.0
4,code,2.0,2.0,2.0
5,complet,,1.0,
6,completed,1.0,,1.0
7,creat,,1.0,
8,creating,1.0,,1.0
9,custom,,1.0,
10,customer,1.0,,1.0
11,demonstr,,1.0,
12,demonstrate,1.0,,1.0
13,document,1.0,3.0,2.0
14,documenting,1.0,,1.0
15,documents,1.0,,
16,end,1.0,1.0,1.0
17,endtoend,1.0,1.0,1.0
18,februari,,1.0,
19,february,1.0,,1.0
20,feedback,1.0,1.0,1.0
21,final,1.0,1.0,1.0
22,goal,,1.0,1.0
23,goals,1.0,,
24,junit,1.0,1.0,1.0
25,midterm,1.0,1.0,1.0
26,part,1.0,1.0,1.0
27,project,1.0,1.0,1.0
28,prototyp,,1.0,
29,prototype,1.0,,1.0
30,provid,,1.0,
31,provide,1.0,,1.0
32,requir,,1.0,
33,requirement,,,1.0
34,requirements,1.0,,
35,run,,1.0,1.0
36,runs,1.0,,
37,start,2.0,2.0,2.0
38,submiss,,1.0,
39,submission,1.0,,1.0
40,system,1.0,1.0,1.0
41,test,1.0,3.0,2.0
42,testing,1.0,,1.0
43,tests,1.0,,
44,understand,1.0,1.0,1.0
45,wednesday,1.0,1.0,1.0
46,week,2.0,2.0,2.0
47,weekli,,1.0,
48,weekly,1.0,,1.0
49,write,,1.0,
50,writing,1.0,,1.0
