,label,bow_wt,bow_stem,bow_lem
0,april,1.0,1.0,1.0
1,busi,,1.0,
2,busy,1.0,,1.0
3,certainli,,1.0,
4,certainly,1.0,,1.0
5,click,1.0,1.0,1.0
6,complet,,1.0,
7,completed,1.0,,1.0
8,eclips,,1.0,
9,eclipse,1.0,,1.0
10,everybodi,,1.0,
11,everybody,1.0,,1.0
12,facil,,1.0,
13,facilities,1.0,,
14,facility,,,1.0
15,feel,1.0,1.0,1.0
16,finish,,1.0,
17,finished,1.0,,1.0
18,first,1.0,1.0,1.0
19,free,1.0,1.0,1.0
20,highli,,1.0,
21,highly,1.0,,1.0
22,instructor,1.0,1.0,1.0
23,know,1.0,1.0,1.0
24,lectur,,1.0,
25,lecture,1.0,,1.0
26,materi,,1.0,
27,material,1.0,,1.0
28,option,,1.0,
29,optional,1.0,,1.0
30,part,1.0,1.0,1.0
31,recommend,1.0,1.0,1.0
32,refactor,,3.0,
33,refactoring,3.0,,3.0
34,renam,,1.0,
35,rename,1.0,,1.0
36,short,1.0,1.0,1.0
37,studi,,1.0,
38,study,1.0,,1.0
39,term,1.0,1.0,1.0
40,topic,2.0,2.0,2.0
41,use,,1.0,
42,using,1.0,,1.0
43,variabl,,1.0,
44,variable,,,1.0
45,variables,1.0,,
46,video,3.0,3.0,3.0
47,watch,1.0,2.0,1.0
48,watching,1.0,,1.0
49,wednesday,1.0,1.0,1.0
50,week,2.0,2.0,2.0
