,label,bow_wt,bow_stem,bow_lem
0,app,2.0,2.0,2.0
1,code,1.0,1.0,1.0
2,complet,,1.0,
3,completed,1.0,,1.0
4,demo,1.0,1.0,1.0
5,document,,1.0,1.0
6,documents,1.0,,
7,feedback,1.0,1.0,1.0
8,final,,2.0,
9,finalize,2.0,,2.0
10,goal,,1.0,1.0
11,goals,1.0,,
12,instruct,,1.0,
13,instruction,,,1.0
14,instructions,1.0,,
15,lab,1.0,1.0,1.0
16,mar,1.0,1.0,1.0
17,march,1.0,1.0,1.0
18,midterm,2.0,2.0,2.0
19,monday,1.0,1.0,1.0
20,nice,1.0,1.0,1.0
21,peer,1.0,1.0,1.0
22,prepar,,1.0,
23,prepare,1.0,,1.0
24,receiv,,1.0,
25,received,1.0,,1.0
26,studi,,1.0,
27,study,1.0,,1.0
28,submiss,,2.0,
29,submission,2.0,,2.0
30,submit,1.0,1.0,1.0
31,sun,1.0,1.0,1.0
32,three,1.0,1.0,1.0
33,wednesday,1.0,1.0,1.0
34,week,1.0,1.0,1.0
35,weekli,,1.0,
36,weekly,1.0,,1.0
