,label,bow_wt,bow_stem,bow_lem
0,andor,1.0,1.0,1.0
1,assess,,2.0,
2,assessment,2.0,,2.0
3,complet,,1.0,
4,completed,1.0,,1.0
5,contribut,,1.0,
6,contribution,,,1.0
7,contributions,1.0,,
8,current,1.0,1.0,1.0
9,describ,,1.0,
10,described,1.0,,1.0
11,detail,,1.0,1.0
12,details,1.0,,
13,due,2.0,2.0,2.0
14,feedback,1.0,1.0,1.0
15,group,1.0,1.0,1.0
16,issu,,1.0,
17,issue,1.0,,1.0
18,lab,1.0,1.0,1.0
19,link,1.0,1.0,1.0
20,march,1.0,1.0,1.0
21,member,,1.0,1.0
22,members,1.0,,
23,midterm,1.0,1.0,1.0
24,option,,1.0,
25,optional,1.0,,1.0
26,peer,2.0,2.0,2.0
27,peerscholar,1.0,1.0,1.0
28,rate,2.0,2.0,2.0
29,receiv,,1.0,
30,received,1.0,,1.0
31,recommend,,1.0,
32,recommended,1.0,,1.0
33,see,1.0,1.0,1.0
34,submiss,,2.0,
35,submission,2.0,,2.0
36,system,1.0,1.0,1.0
37,task,1.0,1.0,1.0
38,team,1.0,1.0,1.0
39,thing,,1.0,1.0
40,things,1.0,,
41,track,,1.0,
42,tracking,1.0,,1.0
43,two,1.0,1.0,1.0
44,version,1.0,1.0,1.0
45,wednesday,1.0,1.0,1.0
46,week,2.0,2.0,2.0
