,label,bow_wt,bow_stem,bow_lem
0,bit,1.0,1.0,1.0
1,breakpoint,,1.0,
2,breakpoints,1.0,,1.0
3,click,1.0,1.0,1.0
4,complet,,1.0,
5,completed,1.0,,1.0
6,debug,,4.0,
7,debugging,4.0,,4.0
8,eclips,,1.0,
9,eclipse,1.0,,1.0
10,februari,,1.0,
11,february,1.0,,1.0
12,gradl,,2.0,
13,gradle,2.0,,2.0
14,instructor,1.0,1.0,1.0
15,involv,,1.0,
16,involved,1.0,,1.0
17,lectur,,1.0,
18,lecture,1.0,,1.0
19,materi,,1.0,
20,material,1.0,,1.0
21,next,1.0,1.0,1.0
22,process,1.0,1.0,1.0
23,set,1.0,1.0,1.0
24,start,1.0,1.0,1.0
25,studi,,1.0,
26,study,1.0,,1.0
27,topic,1.0,1.0,1.0
28,two,1.0,1.0,1.0
29,use,,1.0,
30,using,1.0,,1.0
31,video,2.0,3.0,3.0
32,videos,1.0,,
33,watch,1.0,2.0,1.0
34,watching,1.0,,1.0
35,wednesday,1.0,1.0,1.0
36,week,3.0,3.0,3.0
