,label,bow_wt,bow_stem,bow_lem
0,abl,,4.0,
1,able,4.0,,4.0
2,absolut,,1.0,
3,absolute,1.0,,1.0
4,access,2.0,2.0,2.0
5,accommod,,1.0,
6,accommodate,1.0,,1.0
7,actual,1.0,6.0,1.0
8,actually,5.0,,5.0
9,adelina,,1.0,
10,adelinas,1.0,,1.0
11,affect,2.0,2.0,2.0
12,ahead,1.0,1.0,1.0
13,alarm,1.0,1.0,1.0
14,aldi,1.0,1.0,1.0
15,allow,2.0,3.0,2.0
16,allowed,1.0,,1.0
17,along,3.0,3.0,3.0
18,alpha,1.0,1.0,1.0
19,alreadi,,3.0,
20,already,3.0,,3.0
21,alright,6.0,6.0,6.0
22,also,2.0,2.0,2.0
23,alway,,2.0,
24,always,2.0,,2.0
25,amaya,1.0,1.0,1.0
26,anoth,,2.0,
27,another,2.0,,2.0
28,answer,1.0,2.0,2.0
29,answers,1.0,,
30,anybodi,,1.0,
31,anybody,1.0,,1.0
32,anyth,,2.0,
33,anything,2.0,,2.0
34,anytim,,1.0,
35,anytime,1.0,,1.0
36,anyway,3.0,3.0,3.0
37,appear,,1.0,
38,appears,1.0,,1.0
39,approach,1.0,1.0,1.0
40,around,1.0,1.0,1.0
41,asia,1.0,1.0,1.0
42,ask,1.0,1.0,1.0
43,assault,1.0,1.0,1.0
44,attach,,1.0,
45,attachment,,,1.0
46,attachments,1.0,,
47,attract,,1.0,
48,attraction,,,1.0
49,attractions,1.0,,
50,avail,,2.0,
51,available,2.0,,2.0
52,avoid,1.0,1.0,1.0
53,awak,,2.0,
54,awake,2.0,,2.0
55,back,2.0,2.0,2.0
56,bad,2.0,2.0,2.0
57,basic,,4.0,
58,basically,4.0,,4.0
59,bathroom,,1.0,1.0
60,bathrooms,1.0,,
61,becom,,2.0,
62,become,1.0,,1.0
63,becomes,1.0,,1.0
64,begin,,1.0,
65,beginning,1.0,,1.0
66,believ,,2.0,
67,believe,2.0,,2.0
68,best,1.0,1.0,1.0
69,better,4.0,4.0,4.0
70,bit,11.0,11.0,11.0
71,bodi,,1.0,
72,body,1.0,,1.0
73,branch,8.0,10.0,10.0
74,branches,2.0,,
75,brand,1.0,1.0,1.0
76,breakout,2.0,2.0,2.0
77,bronson,1.0,1.0,1.0
78,brown,,2.0,2.0
79,browns,2.0,,
80,bulli,,1.0,
81,bullying,1.0,,1.0
82,bwb,1.0,1.0,1.0
83,call,2.0,2.0,2.0
84,campu,,1.0,
85,campus,1.0,,1.0
86,cant,1.0,1.0,1.0
87,canva,,1.0,
88,canvas,1.0,,1.0
89,care,1.0,1.0,1.0
90,case,2.0,2.0,2.0
91,challeng,,1.0,
92,challenging,1.0,,1.0
93,chang,,3.0,
94,change,,,3.0
95,changes,3.0,,
96,check,1.0,1.0,1.0
97,child,,,1.0
98,children,1.0,1.0,
99,circl,,1.0,
100,circle,,,1.0
101,circles,1.0,,
102,class,8.0,8.0,8.0
103,classroom,1.0,1.0,1.0
104,clear,2.0,2.0,2.0
105,close,1.0,1.0,1.0
106,code,2.0,2.0,2.0
107,come,1.0,7.0,5.0
108,comes,4.0,,
109,comfort,,2.0,
110,comfortable,2.0,,2.0
111,coming,2.0,,2.0
112,command,,1.0,
113,commander,1.0,,1.0
114,complex,1.0,1.0,1.0
115,compliment,1.0,1.0,1.0
116,concept,,1.0,1.0
117,concepts,1.0,,
118,concern,2.0,3.0,2.0
119,concerned,1.0,,1.0
120,conflict,,1.0,1.0
121,conflicts,1.0,,
122,consid,,1.0,
123,considering,1.0,,1.0
124,continu,,1.0,
125,continue,1.0,,1.0
126,cool,2.0,2.0,2.0
127,could,4.0,4.0,4.0
128,coupl,,2.0,
129,couple,2.0,,2.0
130,cours,,10.0,
131,course,8.0,,10.0
132,courses,2.0,,
133,creat,,1.0,
134,create,1.0,,1.0
135,createasim,1.0,1.0,1.0
136,cub,,1.0,1.0
137,cubs,1.0,,
138,current,1.0,1.0,1.0
139,cuz,3.0,3.0,3.0
140,cycl,,2.0,
141,cycle,1.0,,1.0
142,cycling,1.0,,1.0
143,darci,,1.0,
144,darcys,1.0,,1.0
145,date,1.0,1.0,1.0
146,day,,5.0,5.0
147,days,5.0,,
148,deadlin,,11.0,
149,deadline,11.0,,11.0
150,decid,,1.0,
151,decide,1.0,,1.0
152,deconstruct,1.0,1.0,1.0
153,definit,,4.0,
