,label,bow_wt,bow_stem,bow_lem
154,definitely,4.0,,4.0
155,demand,,1.0,
156,demanding,1.0,,1.0
157,depend,,1.0,
158,depending,1.0,,1.0
159,describ,,1.0,
160,describing,1.0,,1.0
161,descript,,1.0,
162,description,1.0,,1.0
163,desicc,,1.0,
164,desiccated,1.0,,1.0
165,develop,2.0,5.0,2.0
166,developed,1.0,,1.0
167,developing,1.0,,1.0
168,development,,,1.0
169,developments,1.0,,
170,differ,,3.0,
171,different,3.0,,3.0
172,difficult,2.0,2.0,2.0
173,directli,,1.0,
174,directly,1.0,,1.0
175,discus,,,4.0
176,discuss,4.0,6.0,
177,discussed,1.0,,1.0
178,discussion,1.0,,1.0
179,document,1.0,1.0,1.0
180,doesnt,3.0,3.0,3.0
181,done,5.0,5.0,5.0
182,dont,7.0,7.0,7.0
183,dougla,,1.0,
184,douglas,1.0,,1.0
185,draw,,1.0,
186,drawing,1.0,,1.0
187,drink,,1.0,
188,drinking,1.0,,1.0
189,due,2.0,2.0,2.0
190,earlier,1.0,1.0,1.0
191,easier,1.0,1.0,1.0
192,eat,1.0,1.0,1.0
193,effect,,1.0,1.0
194,effects,1.0,,
195,either,2.0,2.0,2.0
196,elect,,1.0,
197,election,,,1.0
198,elections,1.0,,
199,els,,2.0,
200,else,2.0,,2.0
201,email,2.0,2.0,2.0
202,emerg,,1.0,
203,emerge,1.0,,1.0
204,end,5.0,5.0,5.0
205,enough,1.0,1.0,1.0
206,error,54.0,54.0,54.0
207,even,1.0,1.0,1.0
208,everi,,1.0,
209,every,1.0,,1.0
210,everybodi,,3.0,
211,everybody,3.0,,3.0
212,everyday,1.0,1.0,1.0
213,everyon,,1.0,
214,everyones,1.0,,1.0
215,everyth,,4.0,
216,everything,3.0,,3.0
217,everythings,1.0,,1.0
218,exactli,,1.0,
219,exactly,1.0,,1.0
220,exampl,,4.0,
221,example,,,4.0
222,examples,4.0,,
223,except,2.0,2.0,2.0
224,excit,,1.0,
225,excited,1.0,,1.0
226,excus,,1.0,
227,excuse,1.0,,1.0
228,execut,,1.0,
229,execute,1.0,,1.0
230,expect,4.0,6.0,4.0
231,expected,2.0,,2.0
232,extend,4.0,11.0,4.0
233,extended,2.0,,2.0
234,extending,5.0,,5.0
235,extra,1.0,1.0,1.0
236,fact,1.0,1.0,1.0
237,far,1.0,1.0,1.0
238,fear,1.0,1.0,1.0
239,featur,,2.0,
240,feature,,,1.0
241,features,1.0,,
242,featuring,1.0,,1.0
243,feedback,9.0,9.0,9.0
244,feel,8.0,11.0,10.0
245,feeling,1.0,,1.0
246,feels,2.0,,
247,figur,,4.0,
248,figure,4.0,,4.0
249,file,1.0,1.0,1.0
250,find,2.0,2.0,2.0
251,finish,1.0,1.0,1.0
252,first,3.0,3.0,3.0
253,firsttim,,1.0,
254,firsttime,1.0,,1.0
255,fix,1.0,1.0,1.0
256,flight,1.0,1.0,1.0
257,formal,1.0,1.0,1.0
258,found,1.0,1.0,1.0
259,free,2.0,2.0,2.0
260,fridg,,1.0,
261,fridge,1.0,,1.0
262,futur,,1.0,
263,future,1.0,,1.0
264,game,,1.0,1.0
265,games,1.0,,
266,gate,1.0,2.0,2.0
267,gates,1.0,,
268,gene,1.0,1.0,1.0
269,get,16.0,20.0,17.0
270,gets,1.0,,
271,getting,3.0,,3.0
272,ghost,1.0,1.0,1.0
273,give,6.0,6.0,6.0
274,go,,6.0,1.0
275,goe,,1.0,
276,goes,1.0,,
277,going,6.0,,6.0
278,good,6.0,6.0,6.0
279,googl,,1.0,
280,google,1.0,,1.0
281,got,2.0,2.0,2.0
282,graphic,,1.0,1.0
283,graphics,1.0,,
284,great,1.0,1.0,1.0
285,group,2.0,2.0,2.0
286,guess,6.0,6.0,6.0
287,guitar,1.0,1.0,1.0
288,guy,,4.0,4.0
289,guys,4.0,,
290,half,1.0,1.0,1.0
291,hand,1.0,1.0,1.0
292,happen,,2.0,
293,happened,2.0,,2.0
294,happi,,2.0,
295,happy,2.0,,2.0
296,harder,2.0,2.0,2.0
297,hardrock,1.0,1.0,1.0
298,he,,3.0,3.0
299,heard,1.0,1.0,1.0
300,hell,1.0,1.0,1.0
301,hello,2.0,2.0,2.0
302,help,5.0,6.0,5.0
303,helped,1.0,,1.0
304,hes,3.0,,
305,high,1.0,1.0,1.0
306,hiso,1.0,1.0,1.0
307,honestli,,1.0,
308,honestly,1.0,,1.0
309,hope,1.0,3.0,1.0
310,hopefully,1.0,,1.0
311,hoping,1.0,,1.0
312,husband,,1.0,1.0
313,husbands,1.0,,
314,idea,3.0,3.0,3.0
315,ill,6.0,6.0,6.0
316,import,,2.0,
317,important,2.0,,2.0
318,imposs,,1.0,
319,impossible,1.0,,1.0
320,impress,,1.0,
321,impression,1.0,,1.0
322,incred,,1.0,
323,incredible,1.0,,1.0
324,indepth,1.0,1.0,1.0
325,individu,,1.0,
326,individual,1.0,,1.0
327,innoc,,4.0,
328,innocence,4.0,,4.0
329,instal,,1.0,
330,installation,1.0,,1.0
331,instruct,,1.0,
332,instruction,,,1.0
333,instructions,1.0,,
334,involv,,1.0,
335,involved,1.0,,1.0
336,italian,1.0,1.0,1.0
337,itll,1.0,1.0,1.0
338,kind,5.0,5.0,5.0
339,know,8.0,9.0,9.0
340,knows,1.0,,
341,lab,,2.0,2.0
342,labs,2.0,,
343,last,5.0,5.0,5.0
344,later,2.0,2.0,2.0
345,least,4.0,4.0,4.0
346,leav,,1.0,
347,leave,1.0,,1.0
348,lectur,,1.0,
349,lecture,1.0,,1.0
350,left,1.0,1.0,1.0
351,lemon,1.0,1.0,1.0
352,let,5.0,7.0,7.0
353,lets,2.0,,
354,like,22.0,22.0,22.0
355,line,3.0,6.0,6.0
356,lines,3.0,,
357,list,1.0,1.0,1.0
358,littl,,15.0,
359,little,15.0,,15.0
360,load,1.0,1.0,1.0
361,long,1.0,1.0,1.0
362,longer,1.0,1.0,1.0
363,look,2.0,4.0,4.0
364,looks,2.0,,
365,lot,2.0,3.0,3.0
366,lots,1.0,,
367,low,1.0,1.0,1.0
368,luck,1.0,1.0,1.0
369,made,3.0,3.0,3.0
370,magic,1.0,1.0,1.0
371,main,2.0,2.0,2.0
372,major,,2.0,
373,majority,2.0,,2.0
374,make,10.0,13.0,11.0
375,makes,1.0,,
376,making,2.0,,2.0
377,mani,,1.0,
378,manual,1.0,1.0,1.0
379,many,1.0,,1.0
380,marcu,,1.0,
381,marcus,1.0,,1.0
382,marriag,,1.0,
383,marriage,1.0,,1.0
384,master,4.0,4.0,4.0
385,matter,1.0,1.0,1.0
386,may,5.0,5.0,5.0
387,mayb,,7.0,
388,maybe,7.0,,7.0
389,mean,3.0,3.0,3.0
390,meaning,,1.0,
391,meaningful,1.0,,1.0
392,meant,1.0,1.0,1.0
393,meantim,,1.0,
394,meantime,1.0,,1.0
395,measur,,1.0,
396,measure,1.0,,1.0
397,mediat,,1.0,
398,mediation,1.0,,1.0
399,meet,,5.0,
400,meeting,5.0,,5.0
401,mention,3.0,5.0,3.0
402,mentioned,2.0,,2.0
403,merg,,2.0,
404,merging,2.0,,2.0
405,messag,,1.0,
406,message,1.0,,1.0
407,michael,1.0,1.0,1.0
408,midnight,1.0,1.0,1.0
409,midterm,1.0,1.0,1.0
410,might,4.0,4.0,4.0
411,mind,3.0,3.0,3.0
412,minut,,3.0,
413,minute,1.0,,3.0
414,minutes,2.0,,
415,miss,2.0,2.0,2.0
416,mission,1.0,1.0,1.0
417,mitchum,1.0,1.0,1.0
418,molestar,1.0,1.0,1.0
419,mom,1.0,1.0,1.0
420,monday,1.0,1.0,1.0
421,move,1.0,1.0,1.0
422,much,4.0,4.0,4.0
423,museum,1.0,1.0,1.0
424,music,6.0,6.0,6.0
425,must,2.0,2.0,2.0
426,nate,1.0,1.0,1.0
427,necessarili,,3.0,
428,necessarily,3.0,,3.0
429,need,6.0,6.0,6.0
430,next,7.0,7.0,7.0
431,nobodi,,1.0,
432,nobody,,,1.0
433,nobodys,1.0,,
434,noth,,5.0,
435,nothing,4.0,,5.0
436,nothings,1.0,,
437,notic,,2.0,
438,notice,1.0,,1.0
439,noticeably,1.0,,1.0
440,nut,,1.0,1.0
441,nuts,1.0,,
442,okay,8.0,8.0,8.0
443,one,7.0,7.0,7.0
444,onlin,,3.0,
445,online,3.0,,3.0
446,open,2.0,2.0,2.0
447,opinion,1.0,1.0,1.0
448,option,1.0,1.0,1.0
449,outfit,,2.0,2.0
450,outfits,2.0,,
451,output,4.0,4.0,4.0
452,outsid,,1.0,
453,outside,1.0,,1.0
454,overal,,1.0,
455,overall,1.0,,1.0
456,overwhelm,,1.0,
457,overwhelming,1.0,,1.0
458,oxygen,1.0,1.0,1.0
459,page,1.0,1.0,1.0
460,part,,3.0,3.0
461,parts,3.0,,
462,pearsonvil,,1.0,
463,pearsonville,1.0,,1.0
464,peer,,1.0,1.0
465,peers,1.0,,
466,peopl,,5.0,
467,people,5.0,,5.0
468,perfect,2.0,2.0,2.0
469,perish,1.0,1.0,1.0
470,person,4.0,5.0,4.0
471,personalized,1.0,,1.0
472,phone,1.0,1.0,1.0
473,photo,1.0,1.0,1.0
474,pictur,,3.0,
475,picture,1.0,,3.0
476,pictures,2.0,,
477,plan,1.0,1.0,1.0
478,play,1.0,1.0,1.0
479,pool,1.0,1.0,1.0
480,poorest,1.0,1.0,1.0
481,possibl,,2.0,
482,possible,2.0,,2.0
483,prefer,1.0,1.0,1.0
484,prepar,,1.0,
485,prepare,1.0,,1.0
486,pretti,,1.0,
487,pretty,1.0,,1.0
488,preview,,1.0,1.0
489,previews,1.0,,
490,prison,1.0,1.0,1.0
491,probabl,,2.0,
492,probably,2.0,,2.0
493,produc,,1.0,
494,produced,1.0,,1.0
495,professor,2.0,2.0,2.0
496,progress,3.0,3.0,3.0
497,project,11.0,11.0,11.0
498,prototyp,,1.0,
499,prototype,1.0,,1.0
500,provid,,3.0,
501,provide,2.0,,2.0
502,provided,1.0,,1.0
503,public,1.0,1.0,1.0
504,pull,1.0,2.0,1.0
505,pulled,1.0,,1.0
506,push,2.0,2.0,2.0
507,pusher,1.0,1.0,1.0
508,put,3.0,3.0,3.0
509,qanta,,1.0,
510,qantas,1.0,,1.0
511,question,5.0,13.0,13.0
512,questions,8.0,,
513,quick,2.0,2.0,2.0
514,quit,,1.0,
515,quite,1.0,,1.0
516,read,,5.0,
517,reading,5.0,,5.0
518,real,1.0,1.0,1.0
519,realli,,3.0,
520,really,3.0,,3.0
521,receiv,,3.0,
522,received,3.0,,3.0
523,record,1.0,3.0,1.0
524,recording,2.0,,2.0
525,regard,1.0,1.0,1.0
526,relat,,1.0,
527,related,1.0,,1.0
528,releas,,1.0,
529,release,1.0,,1.0
530,relief,1.0,1.0,1.0
531,report,1.0,1.0,1.0
532,request,1.0,2.0,1.0
533,requested,1.0,,1.0
534,requir,,5.0,
535,requirement,1.0,,5.0
536,requirements,4.0,,
537,resolv,,1.0,
538,resolve,1.0,,1.0
539,respond,,1.0,
540,responding,1.0,,1.0
541,result,,1.0,1.0
542,results,1.0,,
543,resuscit,,1.0,
544,resuscitate,1.0,,1.0
545,right,18.0,18.0,18.0
546,roll,,1.0,
547,rolling,1.0,,1.0
548,room,,2.0,2.0
549,rooms,2.0,,
550,rotat,,1.0,
551,rotation,1.0,,1.0
552,round,,1.0,1.0
553,rounds,1.0,,
554,rubi,,1.0,
555,ruby,1.0,,1.0
556,run,2.0,2.0,2.0
557,said,5.0,5.0,5.0
558,saw,1.0,1.0,1.0
559,say,5.0,5.0,5.0
560,schedul,,1.0,
561,schedule,1.0,,1.0
562,scienc,,1.0,
563,science,1.0,,1.0
564,see,16.0,16.0,16.0
565,sell,1.0,1.0,1.0
566,send,2.0,2.0,2.0
567,sens,,2.0,
568,sense,2.0,,2.0
569,serious,,1.0,
570,seriously,1.0,,1.0
571,session,2.0,2.0,2.0
572,set,1.0,1.0,1.0
573,setup,1.0,1.0,1.0
574,share,1.0,1.0,1.0
575,side,1.0,1.0,1.0
576,signific,,1.0,
577,significant,1.0,,1.0
578,sing,1.0,1.0,1.0
579,sir,1.0,1.0,1.0
580,softwar,,2.0,
581,software,2.0,,2.0
582,someon,,1.0,
583,someone,1.0,,1.0
584,someth,,11.0,
585,something,11.0,,11.0
586,sometim,,1.0,
587,sometime,1.0,,1.0
588,somi,1.0,1.0,1.0
589,song,1.0,1.0,1.0
590,soon,1.0,1.0,1.0
591,sort,4.0,4.0,4.0
592,specif,,1.0,
593,specific,1.0,,1.0
594,split,1.0,1.0,1.0
595,start,2.0,4.0,2.0
596,started,1.0,,1.0
597,starter,1.0,1.0,1.0
598,starting,1.0,,1.0
599,stay,,1.0,
600,stayed,1.0,,1.0
601,stew,1.0,1.0,1.0
602,stick,1.0,1.0,1.0
603,still,5.0,5.0,5.0
604,submiss,,6.0,
605,submission,6.0,,6.0
606,submit,3.0,4.0,3.0
607,submitted,1.0,,1.0
608,super,1.0,1.0,1.0
609,supper,1.0,1.0,1.0
610,suppos,,3.0,
611,supposed,3.0,,3.0
612,sure,13.0,13.0,13.0
613,switch,2.0,3.0,2.0
614,switching,1.0,,1.0
615,symbol,,2.0,2.0
616,symbols,2.0,,
617,system,6.0,6.0,6.0
618,take,3.0,3.0,3.0
619,talk,5.0,6.0,5.0
620,talked,1.0,,1.0
621,task,1.0,1.0,1.0
622,tast,,1.0,
623,taste,1.0,,1.0
624,team,3.0,5.0,5.0
625,teammat,,5.0,
626,teammate,,,5.0
627,teammates,5.0,,
628,teams,2.0,,
629,tell,1.0,1.0,1.0
630,tester,,1.0,1.0
631,testers,1.0,,
632,that,,6.0,
633,thats,6.0,,6.0
634,theme,,1.0,1.0
635,themes,1.0,,
636,there,,6.0,6.0
637,therel,,1.0,
638,therell,1.0,,1.0
639,theres,6.0,,
640,thing,5.0,29.0,29.0
641,things,24.0,,
642,think,7.0,10.0,9.0
643,thinking,1.0,,1.0
644,thinks,2.0,,
645,thought,1.0,1.0,1.0
646,throw,3.0,3.0,3.0
647,time,12.0,12.0,12.0
648,today,7.0,7.0,7.0
649,togeth,,1.0,
650,together,1.0,,1.0
651,toilet,1.0,1.0,1.0
652,told,1.0,1.0,1.0
653,tonight,1.0,1.0,1.0
654,took,1.0,1.0,1.0
655,tri,,2.0,
656,tribe,1.0,1.0,1.0
657,truck,1.0,1.0,1.0
658,truli,,1.0,
659,truly,1.0,,1.0
660,try,2.0,,2.0
661,tune,1.0,1.0,1.0
662,two,1.0,1.0,1.0
663,uncertain,1.0,1.0,1.0
664,uncl,,1.0,
665,uncle,1.0,,1.0
666,understand,3.0,5.0,3.0
667,understanding,2.0,,2.0
668,updat,,2.0,
669,update,1.0,,2.0
670,updates,1.0,,
671,uruguay,1.0,1.0,1.0
672,use,5.0,9.0,5.0
673,useful,2.0,,2.0
674,user,2.0,2.0,2.0
675,using,2.0,,2.0
676,usual,,1.0,
677,usually,1.0,,1.0
678,utah,1.0,1.0,1.0
679,vast,1.0,1.0,1.0
680,ventano,,1.0,
681,ventanos,1.0,,1.0
682,video,1.0,1.0,1.0
683,wait,,1.0,
684,waiting,1.0,,1.0
685,want,12.0,14.0,12.0
686,wanted,2.0,,2.0
687,wave,1.0,1.0,1.0
688,way,3.0,3.0,3.0
689,weak,1.0,1.0,1.0
690,weather,2.0,2.0,2.0
691,wednesday,1.0,1.0,1.0
692,week,13.0,13.0,13.0
693,well,12.0,12.0,12.0
694,what,,2.0,
695,whats,2.0,,2.0
696,whole,3.0,3.0,3.0
697,wonder,,2.0,
698,wondering,2.0,,2.0
699,wont,1.0,1.0,1.0
700,work,7.0,12.0,10.0
701,workflow,1.0,1.0,1.0
702,working,2.0,,2.0
703,works,3.0,,
704,would,9.0,9.0,9.0
705,wouldnt,2.0,2.0,2.0
706,xml,2.0,2.0,2.0
707,ye,,3.0,
708,yeah,3.0,3.0,3.0
709,year,2.0,3.0,3.0
710,years,1.0,,
711,yes,3.0,,3.0
712,yet,1.0,1.0,1.0
713,youll,2.0,2.0,2.0
714,your,,8.0,
715,youre,8.0,,8.0
716,zoom,2.0,2.0,2.0
