,label,bow_wt,bow_stem,bow_lem
0,app,3.0,3.0,3.0
1,complet,,2.0,
2,completed,1.0,,1.0
3,completing,1.0,,1.0
4,feedback,2.0,2.0,2.0
5,function,,1.0,
6,functionality,1.0,,1.0
7,goal,,1.0,1.0
8,goals,1.0,,
9,march,1.0,1.0,1.0
10,meet,,1.0,
11,meeting,,,1.0
12,meetings,1.0,,
13,much,1.0,1.0,1.0
14,peer,2.0,2.0,2.0
15,possibl,,1.0,
16,possible,1.0,,1.0
17,prepar,,1.0,
18,prepare,1.0,,1.0
19,read,,1.0,
20,reading,1.0,,1.0
21,receiv,,1.0,
22,receive,1.0,,1.0
23,studi,,1.0,
24,study,1.0,,1.0
25,submit,1.0,1.0,1.0
26,wednesday,1.0,1.0,1.0
27,week,2.0,2.0,2.0
28,weekli,,1.0,
29,weekly,1.0,,1.0
