,label,bow_wt,bow_stem,bow_lem
0,abl,,6.0,
1,able,6.0,,6.0
2,absolut,,2.0,
3,absolutely,2.0,,2.0
4,abus,,1.0,
5,abused,1.0,,1.0
6,accommod,,1.0,
7,accommodate,1.0,,1.0
8,actor,1.0,2.0,2.0
9,actors,1.0,,
10,actual,,2.0,
11,actually,2.0,,2.0
12,agreement,3.0,3.0,3.0
13,ahead,2.0,2.0,2.0
14,allow,1.0,1.0,1.0
15,almost,1.0,1.0,1.0
16,alreadi,,2.0,
17,already,2.0,,2.0
18,alright,4.0,4.0,4.0
19,also,4.0,4.0,4.0
20,alway,,4.0,
21,always,4.0,,4.0
22,amanda,1.0,1.0,1.0
23,amaz,,1.0,
24,amazed,1.0,,1.0
25,amount,1.0,1.0,1.0
26,anoth,,1.0,
27,another,1.0,,1.0
28,answer,4.0,4.0,4.0
29,antilla,1.0,1.0,1.0
30,anyth,,1.0,
31,anything,1.0,,1.0
32,applic,,2.0,
33,application,2.0,,2.0
34,appoint,,1.0,
35,appointment,1.0,,1.0
36,aqua,1.0,1.0,1.0
37,around,1.0,1.0,1.0
38,ask,7.0,8.0,7.0
39,asked,1.0,,1.0
40,assist,,1.0,
41,assistant,1.0,,1.0
42,assum,,1.0,
43,assuming,1.0,,1.0
44,avail,,3.0,
45,available,3.0,,3.0
46,away,1.0,1.0,1.0
47,awhil,,1.0,
48,awhile,1.0,,1.0
49,babe,1.0,1.0,1.0
50,bach,1.0,1.0,1.0
51,back,4.0,4.0,4.0
52,base,1.0,1.0,1.0
53,basic,,4.0,
54,basically,4.0,,4.0
55,beat,1.0,1.0,1.0
56,beauti,,1.0,
57,beautiful,1.0,,1.0
58,becom,,1.0,
59,becomes,1.0,,1.0
60,begin,1.0,3.0,1.0
61,beginning,2.0,,2.0
62,behavior,1.0,1.0,1.0
63,believ,,1.0,
64,believe,1.0,,1.0
65,besid,,1.0,
66,besides,1.0,,1.0
67,bet,1.0,1.0,1.0
68,bit,1.0,1.0,1.0
69,bodega,,1.0,1.0
70,bodegas,1.0,,
71,bounc,,1.0,
72,bounce,,,1.0
73,bounces,1.0,,
74,branch,,1.0,1.0
75,branches,1.0,,
76,brand,,1.0,1.0
77,brands,1.0,,
78,breakfast,1.0,3.0,3.0
79,breakfasts,2.0,,
80,bring,1.0,1.0,1.0
81,brother,,1.0,1.0
82,brothers,1.0,,
83,browni,,2.0,
84,brownie,,,2.0
85,brownies,2.0,,
86,button,2.0,2.0,2.0
87,buy,1.0,2.0,1.0
88,buying,1.0,,1.0
89,call,6.0,6.0,6.0
90,came,1.0,1.0,1.0
91,camera,1.0,1.0,1.0
92,cancel,2.0,2.0,2.0
93,car,2.0,2.0,2.0
94,case,1.0,2.0,2.0
95,cases,1.0,,
96,caus,,1.0,
97,cause,,,1.0
98,causes,1.0,,
99,certifi,,1.0,
100,certify,1.0,,1.0
101,chanc,,1.0,
102,chance,1.0,,1.0
103,chang,,6.0,
104,change,5.0,,6.0
105,changes,1.0,,
106,chest,1.0,1.0,1.0
107,choru,,1.0,
108,chorus,1.0,,1.0
109,claim,,1.0,1.0
110,claims,1.0,,
111,class,2.0,2.0,2.0
112,clear,1.0,1.0,1.0
113,click,3.0,4.0,4.0
114,clicks,1.0,,
115,close,,1.0,
116,closing,1.0,,1.0
117,code,1.0,1.0,1.0
118,cold,1.0,1.0,1.0
119,collect,,1.0,
120,collectible,1.0,,1.0
121,come,,2.0,1.0
122,comes,1.0,,
123,coming,1.0,,1.0
124,commun,,1.0,
125,communication,,,1.0
126,communications,1.0,,
127,complex,1.0,1.0,1.0
128,conflict,1.0,2.0,2.0
129,conflicts,1.0,,
130,contract,1.0,1.0,1.0
131,coronaviru,,1.0,
132,coronavirus,1.0,,1.0
133,could,5.0,5.0,5.0
134,counselor,,1.0,1.0
135,counselors,1.0,,
136,count,1.0,1.0,1.0
137,coupl,,2.0,
138,couple,2.0,,2.0
139,cours,,5.0,
140,course,4.0,,5.0
141,courses,1.0,,
142,cover,,1.0,
143,covered,1.0,,1.0
144,creat,,1.0,
145,creates,1.0,,1.0
146,custom,,4.0,
147,customer,3.0,,4.0
148,customers,1.0,,
149,dammit,1.0,1.0,1.0
150,day,,1.0,1.0
151,days,1.0,,
152,dear,1.0,1.0,1.0
153,decid,,3.0,
154,decide,2.0,,2.0
155,decided,1.0,,1.0
156,decis,,1.0,
157,decision,1.0,,1.0
158,decod,,1.0,
159,decoding,1.0,,1.0
160,default,1.0,1.0,1.0
161,definit,,2.0,
162,definitely,2.0,,2.0
163,deper,,1.0,
164,depere,1.0,,1.0
