,label,bow_wt,bow_stem,bow_lem
0,ad,,1.0,
1,added,1.0,,1.0
2,apart,1.0,1.0,1.0
3,assess,1.0,1.0,1.0
4,assign,,1.0,
5,assigned,1.0,,1.0
6,complet,,1.0,
7,completed,1.0,,1.0
8,descript,,1.0,
9,description,1.0,,1.0
10,document,,1.0,1.0
11,documents,1.0,,
12,due,1.0,1.0,1.0
13,februari,,1.0,
14,february,1.0,,1.0
15,feedback,2.0,2.0,2.0
16,grade,,1.0,
17,graded,1.0,,1.0
18,lab,1.0,1.0,1.0
19,peerscholar,1.0,1.0,1.0
20,phase,1.0,1.0,1.0
21,requir,,1.0,
22,requirement,,,1.0
23,requirements,1.0,,
24,rubric,1.0,1.0,1.0
25,student,1.0,1.0,1.0
26,submit,1.0,1.0,1.0
27,task,1.0,1.0,1.0
28,usual,1.0,1.0,1.0
29,wednesday,1.0,1.0,1.0
30,week,2.0,2.0,2.0
