,label,bow_wt,bow_stem,bow_lem
0,advanc,,1.0,
1,advanced,1.0,,1.0
2,appli,,1.0,
3,applies,1.0,,1.0
4,check,1.0,1.0,1.0
5,click,1.0,1.0,1.0
6,complet,,1.0,
7,completed,1.0,,1.0
8,counter,1.0,1.0,1.0
9,cours,,5.0,
10,course,5.0,,5.0
11,detail,,1.0,
12,detailed,1.0,,1.0
13,develop,,1.0,
14,developing,1.0,,1.0
15,document,,1.0,
16,documentation,1.0,,1.0
17,eec,,1.0,1.0
18,eecs,1.0,,
19,exampl,,1.0,
20,example,1.0,,1.0
21,featur,,1.0,
22,feature,,,1.0
23,features,1.0,,
24,februari,,1.0,
25,february,1.0,,1.0
26,find,1.0,1.0,1.0
27,focu,,1.0,
28,focus,1.0,,1.0
29,folder,1.0,1.0,1.0
30,framework,1.0,1.0,1.0
31,fulli,,1.0,
32,fully,1.0,,1.0
33,get,1.0,1.0,1.0
34,go,,1.0,
35,going,1.0,,1.0
36,good,1.0,1.0,1.0
37,gradl,,1.0,
38,gradle,1.0,,1.0
39,httpsgithubcombiltzerposteachingcod,,1.0,
40,httpsgithubcombiltzerposteachingcode,1.0,,1.0
41,ignor,,1.0,
42,ignore,1.0,,1.0
43,inform,,1.0,
44,information,1.0,,1.0
45,junit,4.0,4.0,4.0
46,know,1.0,1.0,1.0
47,lectur,,1.0,
48,lecture,1.0,,1.0
49,main,1.0,1.0,1.0
50,materi,,1.0,
51,material,1.0,,1.0
52,maven,2.0,2.0,2.0
53,must,1.0,1.0,1.0
54,necessari,,1.0,
55,necessary,1.0,,1.0
56,offici,,1.0,
57,official,1.0,,1.0
58,onlin,,1.0,
59,online,1.0,,1.0
60,point,,1.0,1.0
61,points,1.0,,
62,present,1.0,1.0,1.0
63,project,1.0,2.0,2.0
64,projects,1.0,,
65,refer,,1.0,
66,reference,1.0,,1.0
67,rest,1.0,1.0,1.0
68,slide,,1.0,1.0
69,slides,1.0,,
70,start,2.0,2.0,2.0
71,structur,,1.0,
72,structure,1.0,,1.0
73,studi,,1.0,
74,study,1.0,,1.0
75,system,1.0,2.0,2.0
76,systems,1.0,,
77,target,1.0,1.0,1.0
78,test,,2.0,
79,tested,1.0,,1.0
80,testing,1.0,,1.0
81,use,2.0,2.0,2.0
82,video,1.0,4.0,4.0
83,videos,3.0,,
84,wednesday,1.0,1.0,1.0
85,week,3.0,3.0,3.0
86,well,1.0,1.0,1.0
