topic,lo,er,ls_p_s,ls_p_i,ls_i_v,ls_i_a,ls_o_i,ls_o_d,ls_pr_a,ls_pr_r,ls_u_s,ls_u_g,ct_text,ct_video,ct_image,ct_website,ct_audio,d_shallow,d_general,d_deep,bt_remember,bt_understand,bt_apply,bt_analyze,bt_evaluate,bt_create,p_adaptive,p_adaptable,p_none
T6,0,0,1.1179775280898876,1.296,1.082857142857143,1.3023715415019763,1.48046875,1.0822510822510822,1.650943396226415,0.9869281045751633,1.0249110320284698,1.7557251908396945,1.1974789915966388,1.2061068702290076,1.096153846153846,1.4657534246575343,1.5892857142857142,1.0581818181818183,1.11,1.7437722419928827,1.7647058823529413,0.861878453038674,1.63,1.7580645161290325,1.6521739130434783,1.3333333333333333,1.8136094674556213,1.1925,0.6712328767123288
