topic,lo,er,ls_p_s,ls_p_i,ls_i_v,ls_i_a,ls_o_i,ls_o_d,ls_pr_a,ls_pr_r,ls_u_s,ls_u_g,ct_text,ct_video,ct_image,ct_website,ct_audio,d_shallow,d_general,d_deep,bt_remember,bt_understand,bt_apply,bt_analyze,bt_evaluate,bt_create,p_adaptive,p_adaptable,p_none
T6,LO1a_1,0,1,1,1,1,1,1,0,2,2,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3
T6,LO2a_1,0,1,2,2,1,1,1,0,2,2,0,1,1,1,0,0,1,2,0,0,1,1,0,0,0,2,0,2
T6,LO2a_2,0,3,1,1,3,1,3,1,2,0,1,2,1,0,1,0,0,2,2,1,0,2,0,0,1,4,0,1
T6,LO2b_1,0,1,2,1,2,0,1,0,1,1,0,1,0,1,1,0,1,2,0,0,1,1,0,0,0,0,0,4
T6,LO2c_1,0,12,22,13,21,14,5,9,11,7,8,10,6,4,10,4,11,12,11,8,6,3,3,2,2,18,15,2
T6,LO3a_1,0,4,6,5,5,3,3,3,5,3,1,3,3,1,1,2,5,2,3,1,1,2,1,1,2,4,5,2
T6,LO3b_1,0,3,5,4,4,2,3,2,4,2,1,2,1,3,1,1,2,6,0,1,4,1,0,0,0,0,7,2
T6,LO3c_1,0,4,3,3,4,3,2,2,2,5,1,1,1,2,2,1,2,3,2,2,3,0,0,0,0,3,4,1
T6,LO3d_1,0,14,20,12,22,9,10,12,9,10,6,9,3,6,10,6,7,9,18,4,3,6,3,3,3,19,13,3
T6,LO4a_1,0,1,2,2,1,0,1,0,2,1,1,1,0,2,0,0,1,2,0,1,1,0,0,0,0,0,3,1
T6,LO4a_2,0,2,1,1,2,3,0,0,1,1,1,1,0,1,1,0,1,0,2,0,0,0,1,0,1,0,4,0
T6,LO4b_1,0,5,3,3,5,1,4,3,1,6,0,2,1,3,1,1,3,3,2,0,2,0,2,3,0,0,8,1
T6,LO4c_1,0,4,5,5,4,3,1,2,4,4,1,1,2,1,2,3,5,3,1,1,2,0,0,2,2,4,5,1
T6,LO5a_1,0,1,1,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,3
T6,LO6a_1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
T6,LO7a_1,0,0,5,1,4,0,1,0,0,0,0,1,0,0,4,0,1,0,4,0,1,0,0,0,0,0,0,6
