,label,bow_wt,bow_stem,bow_lem
0,branch,,1.0,1.0
1,branches,1.0,,
2,case,,1.0,1.0
3,cases,1.0,,
4,caus,,1.0,
5,cause,,,1.0
6,causes,1.0,,
7,complet,,1.0,
8,completed,1.0,,1.0
9,conflict,,1.0,1.0
10,conflicts,1.0,,
11,continu,,1.0,
12,continue,1.0,,1.0
13,creat,,1.0,
14,create,1.0,,1.0
15,custom,,1.0,
16,customer,1.0,,1.0
17,demo,1.0,1.0,1.0
18,draft,1.0,1.0,1.0
19,first,1.0,1.0,1.0
20,goal,,1.0,1.0
21,goals,1.0,,
22,januari,,1.0,
23,january,1.0,,1.0
24,learn,2.0,2.0,2.0
25,local,1.0,1.0,1.0
26,remot,,1.0,
27,remote,1.0,,1.0
28,requir,,2.0,
29,requirement,,,2.0
30,requirements,2.0,,
31,resolv,,1.0,
32,resolve,1.0,,1.0
33,runnabl,,1.0,
34,runnable,1.0,,1.0
35,stori,,1.0,
36,stories,1.0,,
37,story,,,1.0
38,system,2.0,3.0,3.0
39,systems,1.0,,
40,understand,1.0,1.0,1.0
41,use,1.0,1.0,1.0
42,user,2.0,2.0,2.0
43,version,1.0,1.0,1.0
44,wednesday,1.0,1.0,1.0
45,week,1.0,1.0,1.0
46,weekli,,1.0,
47,weekly,1.0,,1.0
