,label,bow_wt,bow_stem,bow_lem
206,latest,4.0,4.0,4.0
207,lectur,,1.0,
208,lecture,1.0,,1.0
209,left,1.0,1.0,1.0
210,let,2.0,2.0,2.0
211,librari,,4.0,
212,libraries,2.0,,
213,library,2.0,,4.0
214,like,6.0,7.0,6.0
215,likely,1.0,,1.0
216,link,1.0,1.0,1.0
217,littl,,2.0,
218,little,2.0,,2.0
219,live,1.0,1.0,1.0
220,long,1.0,1.0,1.0
221,look,1.0,2.0,2.0
222,looks,1.0,,
223,lot,1.0,1.0,1.0
224,love,1.0,1.0,1.0
225,make,4.0,4.0,4.0
226,mansion,1.0,1.0,1.0
227,manual,2.0,2.0,2.0
228,mark,1.0,3.0,2.0
229,marking,1.0,,1.0
230,marks,1.0,,
231,master,3.0,3.0,3.0
232,materi,,1.0,
233,material,1.0,,1.0
234,may,5.0,5.0,5.0
235,mayb,,5.0,
236,maybe,5.0,,5.0
237,mean,1.0,1.0,1.0
238,measur,,1.0,
239,measurement,1.0,,1.0
240,meet,,6.0,
241,meeting,4.0,,6.0
242,meetings,2.0,,
243,mention,3.0,3.0,3.0
244,metim,,1.0,
245,metime,1.0,,1.0
246,michelin,1.0,1.0,1.0
247,might,2.0,2.0,2.0
248,minut,,5.0,
249,minute,,,5.0
250,minutes,5.0,,
251,mission,2.0,2.0,2.0
252,mix,1.0,1.0,1.0
253,monday,1.0,1.0,1.0
254,money,1.0,1.0,1.0
255,mother,1.0,1.0,1.0
256,name,1.0,1.0,1.0
257,necessarili,,1.0,
258,necessarily,1.0,,1.0
259,need,6.0,6.0,6.0
260,new,2.0,2.0,2.0
261,next,4.0,4.0,4.0
262,night,1.0,1.0,1.0
263,notic,,2.0,
264,noticed,2.0,,2.0
265,obviou,,1.0,
266,obvious,1.0,,1.0
267,okay,2.0,2.0,2.0
268,one,5.0,5.0,5.0
269,onlin,,2.0,
270,online,2.0,,2.0
271,open,4.0,4.0,4.0
272,outdat,,1.0,
273,outdated,1.0,,1.0
274,parkinson,1.0,1.0,1.0
275,part,2.0,2.0,2.0
276,peopl,,2.0,
277,people,2.0,,2.0
278,perhap,,1.0,
279,perhaps,1.0,,1.0
280,plan,1.0,1.0,1.0
281,plu,,2.0,
282,plus,2.0,,2.0
283,point,2.0,2.0,2.0
284,post,1.0,2.0,1.0
285,posted,1.0,,1.0
286,poster,,1.0,1.0
287,posters,1.0,,
288,present,,1.0,1.0
289,presents,1.0,,
290,press,1.0,1.0,1.0
291,probabl,,2.0,
292,probably,2.0,,2.0
293,problem,1.0,1.0,1.0
294,process,1.0,1.0,1.0
295,project,5.0,5.0,5.0
296,properli,,1.0,
297,properly,1.0,,1.0
298,propos,,1.0,
299,proposed,1.0,,1.0
300,provid,,2.0,
301,provide,1.0,,1.0
302,provided,1.0,,1.0
303,push,1.0,1.0,1.0
304,put,3.0,3.0,3.0
305,question,3.0,9.0,9.0
306,questions,6.0,,
307,quick,2.0,2.0,2.0
308,quickli,,1.0,
309,quickly,1.0,,1.0
310,rais,,2.0,
311,raise,1.0,,1.0
312,raising,1.0,,1.0
313,real,1.0,1.0,1.0
314,realli,,1.0,
315,really,1.0,,1.0
316,refer,,3.0,
317,referring,3.0,,3.0
318,reflect,,1.0,
319,reflects,1.0,,1.0
320,regard,,1.0,1.0
321,regards,1.0,,
322,remain,,1.0,
323,remaining,1.0,,1.0
324,remind,1.0,1.0,1.0
325,repositori,,5.0,
326,repository,5.0,,5.0
327,requir,,4.0,
328,required,1.0,,1.0
329,requirement,,,3.0
330,requirements,3.0,,
331,resend,1.0,1.0,1.0
332,restaur,,1.0,
333,restaurant,1.0,,1.0
334,right,8.0,8.0,8.0
335,ronni,,1.0,
336,ronnie,1.0,,1.0
337,room,1.0,4.0,4.0
338,rooms,3.0,,
339,run,7.0,8.0,7.0
340,running,1.0,,1.0
341,say,2.0,2.0,2.0
342,schedul,,1.0,
343,schedule,1.0,,1.0
344,scienc,,1.0,
345,science,1.0,,1.0
346,script,1.0,1.0,1.0
347,section,1.0,2.0,2.0
348,sections,1.0,,
349,see,5.0,5.0,5.0
350,seen,1.0,1.0,1.0
351,sens,,2.0,
352,sense,2.0,,2.0
353,sentenc,,1.0,
354,sentence,1.0,,1.0
355,seri,,1.0,
356,series,1.0,,1.0
357,shell,1.0,1.0,1.0
358,shop,1.0,1.0,1.0
359,shouldnt,1.0,1.0,1.0
360,show,,1.0,1.0
361,shows,1.0,,
362,silli,,1.0,
363,silly,1.0,,1.0
364,simpson,1.0,1.0,1.0
365,size,1.0,1.0,1.0
366,skin,1.0,1.0,1.0
367,softwar,,1.0,
368,software,1.0,,1.0
369,someon,,1.0,
370,someone,1.0,,1.0
371,someth,,1.0,
372,something,1.0,,1.0
373,soon,1.0,1.0,1.0
374,sort,1.0,1.0,1.0
375,specif,,1.0,
376,specifi,,1.0,
377,specifically,1.0,,1.0
378,specifies,1.0,,1.0
379,start,2.0,3.0,3.0
380,starts,1.0,,
381,still,2.0,2.0,2.0
382,stock,1.0,1.0,1.0
383,stockton,1.0,1.0,1.0
384,stream,1.0,1.0,1.0
385,street,,1.0,1.0
386,streets,1.0,,
387,submiss,,6.0,
388,submission,6.0,,6.0
389,submit,2.0,2.0,2.0
390,sunday,3.0,3.0,3.0
391,supervis,,1.0,
392,supervised,1.0,,1.0
393,sure,8.0,8.0,8.0
394,system,2.0,2.0,2.0
395,take,3.0,3.0,3.0
396,talk,1.0,1.0,1.0
397,task,5.0,5.0,5.0
398,team,1.0,3.0,3.0
399,teammat,,1.0,
400,teammate,,,1.0
401,teammates,1.0,,
402,teams,2.0,,
403,tension,1.0,1.0,1.0
404,that,,7.0,
405,thats,7.0,,7.0
406,there,,3.0,3.0
407,theres,3.0,,
408,theyll,1.0,1.0,1.0
409,thing,3.0,12.0,12.0
410,things,9.0,,
411,think,1.0,1.0,1.0
412,thought,1.0,1.0,1.0
413,throughout,2.0,2.0,2.0
414,throw,1.0,1.0,1.0
415,time,3.0,3.0,3.0
416,today,2.0,2.0,2.0
417,togeth,,1.0,
418,together,1.0,,1.0
419,tool,1.0,1.0,1.0
420,tosca,,1.0,
421,toscas,1.0,,1.0
422,tri,,3.0,
423,tried,1.0,,1.0
424,try,2.0,,2.0
425,tuesday,1.0,1.0,1.0
426,tumbl,,1.0,
427,tumbling,1.0,,1.0
428,two,1.0,1.0,1.0
429,understand,1.0,1.0,1.0
430,updat,,2.0,
431,updated,1.0,,1.0
432,updating,1.0,,1.0
433,url,1.0,1.0,1.0
434,us,,,1.0
435,use,1.0,4.0,1.0
436,used,2.0,,2.0
437,user,2.0,2.0,2.0
438,uses,1.0,,
439,usher,1.0,1.0,1.0
440,version,3.0,5.0,5.0
441,versions,2.0,,
442,want,1.0,1.0,1.0
443,way,3.0,3.0,3.0
444,wednesday,1.0,1.0,1.0
445,week,5.0,5.0,5.0
446,welcom,,1.0,
447,welcome,1.0,,1.0
448,well,12.0,12.0,12.0
449,whenev,,1.0,
450,whenever,1.0,,1.0
451,whether,1.0,1.0,1.0
452,whole,1.0,1.0,1.0
453,within,1.0,1.0,1.0
454,without,1.0,1.0,1.0
455,work,1.0,1.0,1.0
456,world,2.0,2.0,2.0
457,worri,,2.0,
458,worry,2.0,,2.0
459,would,2.0,2.0,2.0
460,write,1.0,1.0,1.0
461,ye,,6.0,
462,yes,6.0,,6.0
463,your,,3.0,
464,youre,3.0,,3.0
