,label,bow_wt,bow_stem,bow_lem
0,actual,,1.0,
1,actually,1.0,,1.0
2,ahead,1.0,1.0,1.0
3,alright,3.0,3.0,3.0
4,also,2.0,2.0,2.0
5,alway,,2.0,
6,always,2.0,,2.0
7,amount,1.0,1.0,1.0
8,announc,,1.0,
9,announcement,,,1.0
10,announcements,1.0,,
11,answer,2.0,2.0,2.0
12,anxiou,,1.0,
13,anxious,1.0,,1.0
14,anyon,,1.0,
15,anyone,1.0,,1.0
16,anyth,,1.0,
17,anything,1.0,,1.0
18,anyway,1.0,1.0,1.0
19,around,3.0,3.0,3.0
20,artifact,1.0,1.0,1.0
21,ask,1.0,2.0,1.0
22,asking,1.0,,1.0
23,assum,,1.0,
24,assuming,1.0,,1.0
25,automat,,1.0,
26,automatically,1.0,,1.0
27,avail,,1.0,
28,available,1.0,,1.0
29,avoid,1.0,1.0,1.0
30,back,1.0,1.0,1.0
31,basic,,2.0,
32,basically,2.0,,2.0
33,becom,,1.0,
34,become,1.0,,1.0
35,benefit,,2.0,2.0
36,benefits,2.0,,
37,best,2.0,2.0,2.0
38,better,1.0,1.0,1.0
39,bill,1.0,1.0,1.0
40,bit,1.0,1.0,1.0
41,bolido,1.0,1.0,1.0
42,branch,2.0,2.0,2.0
43,brand,1.0,1.0,1.0
44,break,1.0,1.0,1.0
45,build,1.0,1.0,1.0
46,button,1.0,1.0,1.0
47,call,1.0,1.0,1.0
48,came,1.0,1.0,1.0
49,chang,,5.0,
50,change,2.0,,2.0
51,changed,1.0,,1.0
52,changing,2.0,,2.0
53,chat,1.0,1.0,1.0
54,child,1.0,1.0,1.0
55,clarif,,1.0,
56,clarification,1.0,,1.0
57,click,1.0,1.0,1.0
58,code,5.0,5.0,5.0
59,codi,,1.0,
60,cody,1.0,,1.0
61,come,1.0,1.0,1.0
62,comment,1.0,1.0,1.0
63,commit,3.0,3.0,3.0
64,compil,,1.0,
65,compile,1.0,,1.0
66,could,1.0,1.0,1.0
67,coupl,,1.0,
68,couple,1.0,,1.0
69,cours,,7.0,
70,course,7.0,,7.0
71,cradl,,1.0,
72,cradle,1.0,,1.0
73,credit,,1.0,1.0
74,credits,1.0,,
75,cuz,1.0,1.0,1.0
76,data,1.0,1.0,1.0
77,day,,1.0,1.0
78,days,1.0,,
79,deadlin,,2.0,
80,deadline,2.0,,2.0
81,decim,,1.0,
82,decimation,1.0,,1.0
83,defens,,1.0,
84,defense,,,1.0
85,defenses,1.0,,
86,definit,,1.0,
87,definitely,1.0,,1.0
88,demo,1.0,1.0,1.0
89,depend,,3.0,
90,dependencies,1.0,,
91,dependency,2.0,,3.0
92,desoto,1.0,1.0,1.0
93,develop,,2.0,
94,development,2.0,,2.0
95,differ,,3.0,
96,different,3.0,,3.0
97,directli,,1.0,
98,directly,1.0,,1.0
99,discours,,1.0,
100,discourse,1.0,,1.0
101,discus,,,1.0
102,discuss,1.0,1.0,
103,document,2.0,7.0,5.0
104,documentation,2.0,,2.0
105,documents,3.0,,
106,done,1.0,1.0,1.0
107,dont,7.0,7.0,7.0
108,doubl,,1.0,
109,double,1.0,,1.0
110,download,3.0,4.0,3.0
111,downloaded,1.0,,1.0
112,dustin,1.0,1.0,1.0
113,eclips,,1.0,
114,eclipse,1.0,,1.0
115,els,,3.0,
116,else,3.0,,3.0
117,enclos,,1.0,
118,enclosed,1.0,,1.0
119,end,2.0,2.0,2.0
120,error,20.0,20.0,20.0
121,even,1.0,1.0,1.0
122,everi,,2.0,
123,every,2.0,,2.0
124,everybodi,,6.0,
125,everybody,4.0,,4.0
126,everybodys,2.0,,2.0
127,everyth,,3.0,
128,everything,3.0,,3.0
129,exactli,,2.0,
130,exactly,2.0,,2.0
131,experi,,2.0,
132,experience,2.0,,2.0
133,fairli,,1.0,
134,fairly,1.0,,1.0
135,feel,1.0,1.0,1.0
136,file,,1.0,1.0
137,files,1.0,,
138,final,1.0,1.0,1.0
139,find,1.0,1.0,1.0
140,first,1.0,1.0,1.0
141,fit,1.0,1.0,1.0
142,forget,2.0,2.0,2.0
143,format,,1.0,
144,formation,1.0,,1.0
145,four,1.0,1.0,1.0
146,free,1.0,1.0,1.0
147,fulfil,,1.0,
148,fulfilling,1.0,,1.0
149,fullyfit,1.0,1.0,1.0
150,gener,,2.0,
151,general,1.0,,1.0
152,generally,1.0,,1.0
153,get,9.0,10.0,10.0
154,gets,1.0,,
155,give,1.0,1.0,1.0
156,go,,3.0,
157,going,3.0,,3.0
158,good,2.0,2.0,2.0
159,got,,1.0,
160,gots,1.0,,1.0
161,gradl,,2.0,
162,gradle,2.0,,2.0
163,greater,1.0,1.0,1.0
164,greatest,1.0,1.0,1.0
165,gretel,1.0,1.0,1.0
166,guess,2.0,2.0,2.0
167,guesstim,,1.0,
168,guesstimation,1.0,,1.0
169,habitud,,1.0,
170,habitude,1.0,,1.0
171,half,1.0,1.0,1.0
172,hand,2.0,2.0,2.0
173,happi,,1.0,
174,happy,1.0,,1.0
175,heard,1.0,1.0,1.0
176,help,2.0,2.0,2.0
177,hey,1.0,1.0,1.0
178,highlight,1.0,1.0,1.0
179,hope,1.0,2.0,1.0
180,hopefully,1.0,,1.0
181,hous,,1.0,
182,house,1.0,,1.0
183,idea,1.0,1.0,1.0
184,ill,6.0,6.0,6.0
185,imagin,,1.0,
186,imagine,1.0,,1.0
187,import,,5.0,
188,importance,1.0,,1.0
189,important,4.0,,4.0
190,importantli,,1.0,
191,importantly,1.0,,1.0
192,instruct,,1.0,
193,instruction,,,1.0
194,instructions,1.0,,
195,integr,,1.0,
196,integration,1.0,,1.0
197,isaiah,1.0,1.0,1.0
198,ive,1.0,1.0,1.0
199,jar,1.0,1.0,1.0
200,know,6.0,6.0,6.0
201,lab,1.0,1.0,1.0
202,laptop,1.0,1.0,1.0
203,last,2.0,2.0,2.0
204,late,1.0,1.0,1.0
205,later,1.0,1.0,1.0
