,label,bow_wt,bow_stem,bow_lem
0,addit,,1.0,
1,additional,1.0,,1.0
2,complet,,1.0,
3,completed,1.0,,1.0
4,correspond,,1.0,
5,corresponding,1.0,,1.0
6,creat,,1.0,
7,create,1.0,,1.0
8,design,2.0,2.0,2.0
9,diagram,,2.0,2.0
10,diagrams,2.0,,
11,document,1.0,2.0,1.0
12,documentation,1.0,,1.0
13,draft,1.0,1.0,1.0
14,first,1.0,1.0,1.0
15,goal,,1.0,1.0
16,goals,1.0,,
17,implement,,2.0,1.0
18,implementing,1.0,,1.0
19,implements,1.0,,
20,includ,,1.0,
21,including,1.0,,1.0
22,lab,1.0,1.0,1.0
23,learn,1.0,1.0,1.0
24,mani,,1.0,
25,many,1.0,,1.0
26,mar,1.0,1.0,1.0
27,march,1.0,1.0,1.0
28,possibl,,1.0,
29,possible,1.0,,1.0
30,post,,1.0,
31,posted,1.0,,1.0
32,prepar,,1.0,
33,prepared,1.0,,1.0
34,produc,,1.0,
35,produce,1.0,,1.0
36,project,1.0,1.0,1.0
37,requir,,2.0,
38,requirement,,,2.0
39,requirements,2.0,,
40,start,1.0,1.0,1.0
41,studi,,1.0,
42,study,1.0,,1.0
43,submiss,,1.0,
44,submission,1.0,,1.0
45,system,1.0,1.0,1.0
46,task,1.0,1.0,1.0
47,uml,1.0,1.0,1.0
48,version,1.0,1.0,1.0
49,wednesday,2.0,2.0,2.0
50,week,1.0,1.0,1.0
51,weekli,,1.0,
52,weekly,1.0,,1.0
