,label,bow_wt,bow_stem,bow_lem
0,app,1.0,1.0,1.0
1,build,3.0,3.0,3.0
2,case,,2.0,2.0
3,cases,2.0,,
4,code,2.0,2.0,2.0
5,complet,,1.0,
6,completed,1.0,,1.0
7,develop,1.0,2.0,1.0
8,developed,1.0,,1.0
9,easi,,1.0,
10,easy,1.0,,1.0
11,far,1.0,1.0,1.0
12,februari,,1.0,
13,february,1.0,,1.0
14,gradl,,1.0,
15,gradle,1.0,,1.0
16,group,1.0,1.0,1.0
17,gui,1.0,1.0,1.0
18,junit,1.0,1.0,1.0
19,lab,2.0,2.0,2.0
20,must,1.0,1.0,1.0
21,one,1.0,1.0,1.0
22,part,1.0,1.0,1.0
23,project,1.0,1.0,1.0
24,run,1.0,1.0,1.0
25,separ,,1.0,
26,separate,1.0,,1.0
27,system,1.0,1.0,1.0
28,task,4.0,4.0,4.0
29,team,1.0,1.0,1.0
30,teammat,,1.0,
31,teammate,,,1.0
32,teammates,1.0,,
33,test,3.0,4.0,4.0
34,tests,1.0,,
35,wednesday,1.0,1.0,1.0
36,week,1.0,2.0,2.0
37,weeks,1.0,,
38,work,,1.0,
39,working,1.0,,1.0
40,write,1.0,1.0,1.0
41,written,2.0,2.0,2.0
42,“,2.0,2.0,2.0
43,”,2.0,2.0,2.0
