,label,bow_wt,bow_stem,bow_lem
120,bunch,1.0,1.0,1.0
121,bus,1.0,,1.0
122,busi,,1.0,
123,busy,1.0,,1.0
124,button,1.0,1.0,1.0
125,california,1.0,1.0,1.0
126,call,2.0,4.0,2.0
127,called,2.0,,2.0
128,car,,1.0,1.0
129,care,2.0,2.0,2.0
130,cars,1.0,,
131,case,5.0,11.0,11.0
132,cases,6.0,,
133,celebr,,2.0,
134,celebrant,,,1.0
135,celebrants,1.0,,
136,celebrity,1.0,,1.0
137,certifi,,1.0,
138,certify,1.0,,1.0
139,chair,,1.0,1.0
140,chairs,1.0,,
141,chang,,10.0,
142,change,2.0,,10.0
143,changes,8.0,,
144,charg,,2.0,
145,charge,1.0,,1.0
146,charged,1.0,,1.0
147,chat,3.0,3.0,3.0
148,child,1.0,1.0,1.0
149,class,4.0,4.0,4.0
150,click,1.0,1.0,1.0
151,cliff,1.0,1.0,1.0
152,close,1.0,1.0,1.0
153,club,1.0,1.0,1.0
154,coat,1.0,1.0,1.0
155,code,4.0,6.0,4.0
156,coding,2.0,,2.0
157,cold,1.0,1.0,1.0
158,collabor,,1.0,
159,collaborative,1.0,,1.0
160,collar,1.0,1.0,1.0
161,come,4.0,6.0,6.0
162,comes,2.0,,
163,comfort,,1.0,
164,comfortable,1.0,,1.0
165,commit,,2.0,
166,commits,1.0,,1.0
167,committe,,1.0,
168,committee,1.0,,1.0
169,committing,1.0,,1.0
170,commun,,1.0,
171,communication,1.0,,1.0
172,complet,,1.0,
173,complete,1.0,,1.0
174,complic,,1.0,
175,complicate,1.0,,1.0
176,compon,,2.0,
177,component,,,2.0
178,components,2.0,,
179,concern,,1.0,
180,concerned,1.0,,1.0
181,conductor,1.0,1.0,1.0
182,continu,,2.0,
183,continue,2.0,,2.0
184,contribut,,1.0,
185,contribution,,,1.0
186,contributions,1.0,,
187,cool,,1.0,
188,cooling,1.0,,1.0
189,coordin,,2.0,
190,coordinated,1.0,,1.0
191,coordinator,1.0,,1.0
192,core,1.0,1.0,1.0
193,correctli,,1.0,
194,correctly,1.0,,1.0
195,costum,,1.0,
196,costume,,,1.0
197,costumes,1.0,,
198,could,5.0,5.0,5.0
199,coupl,,2.0,
200,couple,2.0,,2.0
201,cours,,10.0,
202,course,9.0,,10.0
203,courses,1.0,,
204,cover,1.0,1.0,1.0
205,creat,,3.0,
206,create,1.0,,1.0
207,created,1.0,,1.0
208,creating,1.0,,1.0
209,crust,1.0,1.0,1.0
210,cure,1.0,1.0,1.0
211,custom,,5.0,
212,customer,4.0,,5.0
213,customers,1.0,,
214,customiz,,1.0,
215,customizable,1.0,,1.0
216,cuz,4.0,4.0,4.0
217,daili,,1.0,
218,daily,1.0,,1.0
219,dark,1.0,1.0,1.0
220,date,,1.0,
221,dated,1.0,,1.0
222,day,2.0,2.0,2.0
223,deadlin,,1.0,
224,deadline,1.0,,1.0
225,decid,,5.0,
226,decide,2.0,,2.0
227,decided,2.0,,2.0
228,deciding,1.0,,1.0
229,definit,,6.0,
230,definite,1.0,,1.0
231,definitely,4.0,,4.0
232,definition,1.0,,1.0
233,demo,2.0,2.0,2.0
234,demolici,,1.0,
235,demolicious,1.0,,1.0
236,deper,,1.0,
237,depere,1.0,,1.0
238,deploy,,1.0,
239,deployment,1.0,,1.0
240,describ,,5.0,
241,describe,2.0,,2.0
242,described,1.0,,1.0
243,describes,1.0,,1.0
244,describing,1.0,,1.0
245,desoto,1.0,1.0,1.0
246,detail,1.0,3.0,3.0
247,details,2.0,,
248,develop,5.0,27.0,5.0
249,developer,3.0,,6.0
250,developers,3.0,,
251,development,11.0,,16.0
252,developments,5.0,,
253,didnt,1.0,1.0,1.0
254,differ,,13.0,
255,different,13.0,,13.0
256,directli,,1.0,
257,directly,1.0,,1.0
258,discreet,1.0,1.0,1.0
259,discuss,,2.0,
260,discussion,2.0,,2.0
261,distribut,,1.0,
262,distribution,1.0,,1.0
263,document,6.0,7.0,6.0
264,documenting,1.0,,1.0
265,doesnt,5.0,5.0,5.0
266,done,6.0,6.0,6.0
267,dont,13.0,13.0,13.0
268,door,1.0,1.0,1.0
269,download,1.0,1.0,1.0
270,drive,,1.0,
271,driving,1.0,,1.0
272,drum,,1.0,1.0
273,drums,1.0,,
274,dust,1.0,1.0,1.0
275,eclips,,2.0,
276,eclipse,2.0,,2.0
277,either,2.0,2.0,2.0
278,els,,1.0,
279,else,1.0,,1.0
280,emerg,,1.0,
281,emerges,1.0,,1.0
282,emiss,,1.0,
283,emission,1.0,,1.0
284,empti,,1.0,
285,empty,1.0,,1.0
286,end,2.0,2.0,2.0
287,english,1.0,1.0,1.0
288,enough,2.0,2.0,2.0
289,enter,1.0,1.0,1.0
290,equal,,1.0,
291,equally,1.0,,1.0
292,error,48.0,48.0,48.0
293,especi,,1.0,
294,especially,1.0,,1.0
295,evalu,,1.0,
296,evaluation,1.0,,1.0
297,even,2.0,2.0,2.0
298,eventu,,1.0,
299,eventually,1.0,,1.0
300,everi,,4.0,
301,every,4.0,,4.0
302,everybodi,,8.0,
303,everybody,6.0,,6.0
304,everybodys,2.0,,2.0
305,everyth,,5.0,
306,everything,5.0,,5.0
307,exampl,,2.0,
308,example,1.0,,2.0
309,examples,1.0,,
310,excit,,1.0,
311,excited,1.0,,1.0
312,exclud,,1.0,
313,excluded,1.0,,1.0
314,excus,,1.0,
315,excuse,1.0,,1.0
316,expect,1.0,3.0,1.0
317,expectation,,,1.0
318,expectations,1.0,,
319,expecting,1.0,,1.0
320,explan,,1.0,
321,explanation,1.0,,1.0
322,extractor,1.0,1.0,1.0
323,fafnir,1.0,1.0,1.0
324,featur,,5.0,
325,feature,5.0,,5.0
326,featurebas,,1.0,
327,featurebased,1.0,,1.0
328,februari,,1.0,
329,february,1.0,,1.0
330,feedback,2.0,2.0,2.0
331,feel,1.0,2.0,1.0
332,feeling,1.0,,1.0
333,figur,,2.0,
334,figured,1.0,,1.0
335,figuring,1.0,,1.0
336,final,2.0,2.0,2.0
337,find,1.0,1.0,1.0
338,fine,4.0,4.0,4.0
339,fish,,1.0,1.0
340,fishes,1.0,,
341,fix,6.0,7.0,6.0
342,fixing,1.0,,1.0
343,flow,2.0,2.0,2.0
344,forc,,1.0,
345,force,,,1.0
346,forces,1.0,,
347,found,2.0,2.0,2.0
348,franc,,1.0,
349,france,1.0,,1.0
350,free,1.0,1.0,1.0
351,friend,1.0,1.0,1.0
352,function,,1.0,
353,functioning,1.0,,1.0
354,futur,,2.0,
355,future,2.0,,2.0
356,gallipr,,2.0,
357,galliprant,2.0,,2.0
358,gave,1.0,1.0,1.0
359,geeta,2.0,2.0,2.0
360,gener,,1.0,
361,general,1.0,,1.0
362,get,17.0,21.0,17.0
363,getting,4.0,,4.0
364,github,2.0,2.0,2.0
365,give,2.0,2.0,2.0
366,go,,12.0,1.0
367,goal,,2.0,2.0
368,goals,2.0,,
369,god,1.0,1.0,1.0
370,goe,,1.0,
371,goes,1.0,,
372,going,12.0,,12.0
373,good,7.0,7.0,7.0
374,gooey,1.0,1.0,1.0
375,gorilla,1.0,1.0,1.0
376,got,3.0,3.0,3.0
377,grant,,2.0,1.0
378,granted,1.0,,1.0
379,grants,1.0,,
380,great,2.0,2.0,2.0
381,groovi,,1.0,
382,groovy,1.0,,1.0
383,ground,,1.0,1.0
384,grounds,1.0,,
385,group,5.0,5.0,5.0
386,guess,2.0,2.0,2.0
387,guy,2.0,6.0,6.0
388,guys,4.0,,
389,happen,3.0,6.0,3.0
390,happening,1.0,,1.0
391,happens,2.0,,2.0
392,happi,,2.0,
393,happy,2.0,,2.0
394,havent,2.0,2.0,2.0
395,he,,2.0,2.0
396,heaven,,1.0,1.0
397,heavens,1.0,,
398,held,1.0,1.0,1.0
399,help,1.0,2.0,1.0
400,helpful,1.0,,1.0
401,hes,2.0,,
402,hope,,6.0,
403,hopefully,5.0,,5.0
404,hoping,1.0,,1.0
405,hotfix,1.0,1.0,1.0
406,how,,1.0,
407,hows,1.0,,1.0
408,huggi,,1.0,
409,huggies,1.0,,1.0
410,idea,6.0,6.0,6.0
411,ill,6.0,6.0,6.0
412,imagin,,1.0,
413,imagine,1.0,,1.0
414,implement,,2.0,
415,implemented,2.0,,2.0
416,import,,3.0,
417,important,3.0,,3.0
418,individu,,2.0,
419,individual,2.0,,2.0
420,inner,1.0,1.0,1.0
421,innoc,,3.0,
422,innocence,3.0,,3.0
423,insid,,1.0,
424,inside,1.0,,1.0
425,instead,1.0,1.0,1.0
426,integr,,1.0,
427,integrate,1.0,,1.0
428,intens,,1.0,
429,intense,1.0,,1.0
430,interfac,,1.0,
431,interface,1.0,,1.0
432,itll,1.0,1.0,1.0
433,ive,1.0,1.0,1.0
434,job,1.0,1.0,1.0
435,johnni,,1.0,
436,johnny,1.0,,1.0
437,join,3.0,3.0,3.0
438,jumbl,,1.0,
439,jumble,1.0,,1.0
440,jumbo,1.0,1.0,1.0
441,keep,2.0,2.0,2.0
442,kind,6.0,7.0,7.0
443,kinds,1.0,,
444,kitti,,1.0,
445,kitty,1.0,,1.0
446,know,9.0,9.0,9.0
447,la,,1.0,1.0
448,lancer,1.0,1.0,1.0
449,las,1.0,,
450,last,2.0,2.0,2.0
451,later,3.0,3.0,3.0
452,latest,3.0,3.0,3.0
453,least,3.0,3.0,3.0
454,lebron,,1.0,
455,lebrons,1.0,,1.0
456,lectur,,1.0,
457,lecture,1.0,,1.0
458,left,1.0,1.0,1.0
459,let,10.0,11.0,11.0
460,lets,1.0,,
461,level,3.0,3.0,3.0
462,lewi,,1.0,
463,lewis,1.0,,1.0
464,life,,,1.0
465,like,15.0,16.0,15.0
466,likely,1.0,,1.0
467,littl,,6.0,
468,little,6.0,,6.0
469,live,,3.0,
470,lives,1.0,,
471,living,2.0,,2.0
472,local,1.0,1.0,1.0
473,login,1.0,1.0,1.0
474,long,1.0,1.0,1.0
475,look,2.0,6.0,4.0
476,looking,2.0,,2.0
477,looks,2.0,,
478,lot,3.0,4.0,4.0
479,lots,1.0,,
480,maci,,1.0,
481,macy,1.0,,1.0
482,make,9.0,12.0,9.0
483,making,3.0,,3.0
484,mark,1.0,1.0,1.0
485,master,12.0,12.0,12.0
486,masterbrand,,3.0,
487,masterbrands,3.0,,3.0
488,materi,,3.0,
489,material,3.0,,3.0
490,matter,3.0,3.0,3.0
491,may,2.0,2.0,2.0
492,mayb,,6.0,
493,maybe,6.0,,6.0
494,mean,2.0,2.0,2.0
495,meant,1.0,1.0,1.0
496,mechan,,2.0,
497,mechanism,2.0,,2.0
498,med,,1.0,1.0
499,medicin,,1.0,
500,medicine,,,1.0
501,medicines,1.0,,
502,meds,1.0,,
503,medusa,1.0,1.0,1.0
504,meet,1.0,4.0,1.0
505,meeting,2.0,,3.0
506,meetings,1.0,,
507,member,4.0,4.0,4.0
508,mention,2.0,4.0,2.0
509,mentioned,2.0,,2.0
510,merchant,,1.0,1.0
511,merchants,1.0,,
512,merg,,9.0,
513,merge,6.0,,6.0
514,merging,3.0,,3.0
515,met,1.0,1.0,1.0
516,midnight,2.0,2.0,2.0
517,midterm,2.0,4.0,4.0
518,midterms,2.0,,
519,might,4.0,4.0,4.0
520,mine,1.0,1.0,1.0
521,minor,1.0,1.0,1.0
522,miss,,1.0,
523,missed,1.0,,1.0
524,mission,1.0,1.0,1.0
525,model,1.0,2.0,2.0
526,models,1.0,,
527,mom,1.0,1.0,1.0
528,moment,1.0,1.0,1.0
529,monster,2.0,2.0,2.0
530,month,,1.0,1.0
531,months,1.0,,
532,morn,,1.0,
533,morning,1.0,,1.0
534,mostli,,1.0,
535,mostly,1.0,,1.0
536,moto,1.0,1.0,1.0
537,mr,,1.0,1.0
538,mrs,1.0,,
539,much,1.0,1.0,1.0
540,multipl,,1.0,
541,multiple,1.0,,1.0
542,must,2.0,2.0,2.0
543,name,1.0,1.0,1.0
544,need,3.0,4.0,4.0
545,needs,1.0,,
546,new,5.0,5.0,5.0
547,newcastl,,1.0,
548,newcastle,1.0,,1.0
549,next,4.0,4.0,4.0
550,night,1.0,1.0,1.0
551,nightli,,1.0,
552,nightly,1.0,,1.0
553,number,2.0,2.0,2.0
554,obviou,,1.0,
555,obvious,1.0,2.0,1.0
556,obviously,2.0,,2.0
557,offici,,3.0,
558,official,1.0,,1.0
559,officially,2.0,,2.0
560,okay,5.0,5.0,5.0
561,omiss,,1.0,
562,omission,1.0,,1.0
563,one,14.0,15.0,15.0
564,ones,1.0,,
565,open,,1.0,
566,opened,1.0,,1.0
567,oregon,1.0,1.0,1.0
568,organ,,5.0,
569,organize,4.0,,4.0
570,organizing,1.0,,1.0
571,origin,,1.0,
572,originally,1.0,,1.0
573,other,,1.0,
574,others,1.0,,1.0
575,otherwis,,3.0,
576,otherwise,3.0,,3.0
577,overview,1.0,1.0,1.0
578,pack,,1.0,
579,packing,1.0,,1.0
580,page,3.0,3.0,3.0
581,part,1.0,3.0,3.0
582,particular,1.0,1.0,1.0
583,parts,2.0,,
584,paula,1.0,1.0,1.0
585,paus,,1.0,
586,pause,1.0,,1.0
587,peerscholar,4.0,4.0,4.0
588,peopl,,3.0,
589,people,3.0,,3.0
590,person,6.0,12.0,6.0
591,personal,6.0,,6.0
592,pick,1.0,1.0,1.0
593,pictur,,2.0,
594,picture,1.0,,2.0
595,pictures,1.0,,
596,plantat,,1.0,
597,plantation,1.0,,1.0
598,pleas,,2.0,
599,please,2.0,,2.0
600,point,3.0,3.0,3.0
601,polish,1.0,1.0,1.0
602,portal,1.0,1.0,1.0
603,possibl,,4.0,
604,possible,3.0,,3.0
605,possibly,1.0,,1.0
606,post,2.0,2.0,2.0
607,pouch,,1.0,1.0
608,pouches,1.0,,
609,power,1.0,1.0,1.0
610,practic,,1.0,
611,practicing,1.0,,1.0
612,prefer,1.0,1.0,1.0
613,prefix,1.0,1.0,1.0
614,preschool,,2.0,
615,preschooler,2.0,,2.0
616,pretti,,1.0,
617,pretty,1.0,,1.0
618,probabl,,4.0,
619,probably,4.0,,4.0
620,problem,1.0,3.0,3.0
621,problems,2.0,,
622,process,1.0,1.0,1.0
623,profess,,1.0,
624,profession,1.0,,1.0
625,project,2.0,2.0,2.0
626,promis,,1.0,
627,promise,,,1.0
628,promises,1.0,,
629,propag,,1.0,
630,propagate,1.0,,1.0
631,prove,1.0,1.0,1.0
632,provid,,3.0,
633,provide,1.0,,1.0
634,provided,2.0,,2.0
635,pull,5.0,6.0,5.0
636,pulling,1.0,,1.0
637,purpos,,1.0,
638,purpose,,,1.0
639,purposes,1.0,,
640,push,5.0,6.0,5.0
641,pushed,1.0,,1.0
642,put,3.0,4.0,3.0
643,putting,1.0,,1.0
644,quest,1.0,1.0,1.0
645,question,9.0,20.0,20.0
646,questions,11.0,,
647,quickli,,5.0,
648,quickly,5.0,,5.0
649,quit,,1.0,
650,quite,1.0,,1.0
651,rais,,1.0,
652,raised,1.0,,1.0
653,ranch,1.0,1.0,1.0
654,read,1.0,1.0,1.0
655,readi,,3.0,
656,ready,3.0,,3.0
657,real,6.0,6.0,6.0
658,realiti,,1.0,
659,reality,1.0,,1.0
660,realiz,,1.0,
661,realize,1.0,,1.0
662,realli,,7.0,
663,really,7.0,,7.0
664,receipt,1.0,1.0,1.0
665,receiv,,1.0,
666,receive,1.0,,1.0
667,recip,,1.0,
668,recipe,1.0,,1.0
669,recogn,,1.0,
670,recognize,1.0,,1.0
671,recommend,1.0,1.0,1.0
672,record,,1.0,
673,recording,1.0,,1.0
674,recordkeep,,1.0,
675,recordkeeping,1.0,,1.0
676,regard,,3.0,2.0
677,regarding,1.0,,1.0
678,regards,2.0,,
679,relat,,3.0,
680,related,3.0,,3.0
681,releas,,11.0,
682,release,6.0,,10.0
683,released,1.0,,1.0
684,releases,4.0,,
685,remind,,1.0,
686,reminder,1.0,,1.0
687,report,,2.0,2.0
688,reports,2.0,,
689,repositori,,3.0,
690,repository,3.0,,3.0
691,request,2.0,3.0,3.0
692,requests,1.0,,
693,requir,,11.0,
694,requirement,1.0,,8.0
695,requirements,7.0,,
696,requires,3.0,,3.0
697,rest,1.0,1.0,1.0
698,right,50.0,50.0,50.0
699,role,1.0,1.0,1.0
700,room,2.0,3.0,3.0
701,rooms,1.0,,
702,run,2.0,3.0,2.0
703,running,1.0,,1.0
704,said,1.0,1.0,1.0
705,savannah,1.0,1.0,1.0
706,say,11.0,18.0,17.0
707,saying,1.0,,1.0
708,says,6.0,,
709,screen,3.0,3.0,3.0
710,section,1.0,1.0,1.0
711,see,19.0,20.0,19.0
712,seeing,1.0,,1.0
713,seen,1.0,1.0,1.0
714,send,1.0,1.0,1.0
715,sens,,3.0,
716,sense,3.0,,3.0
717,sent,1.0,1.0,1.0
718,sentenc,,1.0,
719,sentence,1.0,,1.0
720,separ,,5.0,
721,separate,3.0,,3.0
722,separated,1.0,,1.0
723,separating,1.0,,1.0
724,session,1.0,1.0,1.0
725,set,2.0,2.0,2.0
726,settl,,1.0,
727,settle,1.0,,1.0
728,sew,,1.0,
729,sewing,1.0,,1.0
730,share,,1.0,1.0
731,shares,1.0,,
732,shoot,,1.0,
733,shooting,1.0,,1.0
734,shouldnt,2.0,2.0,2.0
735,shove,1.0,1.0,1.0
736,show,4.0,5.0,5.0
737,shows,1.0,,
738,signific,,1.0,
739,significance,1.0,,1.0
740,sinc,,3.0,
741,since,3.0,,3.0
742,sink,,1.0,1.0
743,sinks,1.0,,
744,situat,,1.0,
745,situation,1.0,,1.0
746,sketch,,1.0,1.0
747,sketches,1.0,,
748,slide,1.0,2.0,2.0
749,slides,1.0,,
750,snow,1.0,1.0,1.0
751,softwar,,1.0,
752,software,1.0,,1.0
753,someon,,3.0,
754,someone,3.0,,3.0
755,someth,,9.0,
756,something,7.0,,7.0
757,somethings,2.0,,2.0
758,somewher,,1.0,
759,somewhere,1.0,,1.0
760,soon,2.0,2.0,2.0
761,sort,7.0,7.0,7.0
762,sourc,,1.0,
763,source,1.0,,1.0
764,south,1.0,1.0,1.0
765,spring,1.0,1.0,1.0
766,stabl,,2.0,
767,stable,2.0,,2.0
768,start,,2.0,
769,started,2.0,,2.0
770,stay,2.0,2.0,2.0
771,still,4.0,4.0,4.0
772,stop,1.0,1.0,1.0
773,strong,1.0,1.0,1.0
774,structur,,2.0,
775,structure,1.0,,1.0
776,structured,1.0,,1.0
777,studi,,1.0,
778,study,1.0,,1.0
779,submiss,,4.0,
780,submission,4.0,,4.0
781,submit,2.0,5.0,2.0
782,submitted,2.0,,2.0
783,submitting,1.0,,1.0
784,summar,,1.0,
785,summarizes,1.0,,1.0
786,suppos,,4.0,
787,supposed,4.0,,4.0
788,supposedli,,1.0,
789,supposedly,1.0,,1.0
790,sure,7.0,7.0,7.0
791,surpris,,1.0,
792,surprised,1.0,,1.0
793,sussman,1.0,1.0,1.0
794,switch,2.0,2.0,2.0
795,system,10.0,10.0,10.0
796,tabl,,2.0,
797,table,2.0,,2.0
798,tail,,1.0,1.0
799,tails,1.0,,
800,take,9.0,9.0,9.0
801,tattoo,1.0,1.0,1.0
802,team,16.0,18.0,18.0
803,teammat,,6.0,
804,teammate,2.0,,6.0
805,teammates,4.0,,
806,teams,2.0,,
807,tell,2.0,3.0,2.0
808,telling,1.0,,1.0
809,term,,1.0,1.0
810,terms,1.0,,
811,test,5.0,11.0,5.0
812,testicl,,1.0,
813,testicle,1.0,,1.0
814,testing,6.0,,6.0
815,text,,1.0,
816,texted,1.0,,1.0
817,thank,4.0,6.0,4.0
818,thankful,1.0,,1.0
819,thanks,1.0,,1.0
820,that,,16.0,
821,thats,16.0,,16.0
822,there,,9.0,9.0
823,therefor,,1.0,
824,therefore,1.0,,1.0
825,theres,9.0,,
826,theyr,,1.0,
827,theyre,1.0,,1.0
828,thing,9.0,30.0,30.0
829,things,21.0,,
830,think,6.0,7.0,6.0
831,thinking,1.0,,1.0
832,third,1.0,1.0,1.0
833,thought,1.0,1.0,1.0
834,time,2.0,2.0,2.0
835,today,3.0,3.0,3.0
836,toe,1.0,1.0,1.0
837,togeth,,1.0,
838,together,1.0,,1.0
839,told,1.0,1.0,1.0
840,tonight,4.0,4.0,4.0
841,toward,,1.0,
842,towards,1.0,,1.0
843,treat,1.0,1.0,1.0
844,tri,,2.0,
845,tricki,,1.0,
846,tricky,1.0,,1.0
847,trooper,1.0,1.0,1.0
848,troubl,,1.0,
849,trouble,1.0,,1.0
850,try,1.0,,1.0
851,trying,1.0,,1.0
852,two,2.0,2.0,2.0
853,tyga,1.0,1.0,1.0
854,understand,3.0,3.0,3.0
855,unit,1.0,1.0,1.0
856,unless,1.0,1.0,1.0
857,use,7.0,12.0,7.0
858,used,1.0,,1.0
859,user,1.0,1.0,1.0
860,using,4.0,,4.0
861,usual,,2.0,
862,usually,2.0,,2.0
863,vega,,1.0,1.0
864,vegas,1.0,,
865,version,4.0,4.0,4.0
866,versu,,1.0,
867,versus,1.0,,1.0
868,view,2.0,2.0,2.0
869,visibl,,1.0,
870,visible,1.0,,1.0
871,visual,1.0,1.0,1.0
872,wait,1.0,1.0,1.0
873,want,18.0,20.0,18.0
874,wanted,2.0,,2.0
875,watch,1.0,1.0,1.0
876,way,9.0,9.0,9.0
877,week,9.0,9.0,9.0
878,weight,1.0,1.0,1.0
879,well,11.0,11.0,11.0
880,went,2.0,2.0,2.0
881,what,,1.0,
882,whatev,,1.0,
883,whatever,1.0,,1.0
884,whats,1.0,,1.0
885,whoever,,1.0,
886,whoevers,1.0,,1.0
887,whole,6.0,6.0,6.0
888,wick,,1.0,
889,wicked,1.0,,1.0
890,wiki,1.0,1.0,1.0
891,without,2.0,2.0,2.0
892,wonder,,2.0,
893,wondering,2.0,,2.0
894,work,12.0,18.0,12.0
895,working,6.0,,6.0
896,world,2.0,2.0,2.0
897,would,6.0,6.0,6.0
898,write,3.0,3.0,3.0
899,wrong,2.0,2.0,2.0
900,ye,,3.0,
901,yeah,3.0,3.0,3.0
902,yes,3.0,,3.0
903,yesterday,1.0,1.0,1.0
904,yet,2.0,2.0,2.0
905,youll,6.0,6.0,6.0
906,your,,4.0,
907,youre,4.0,,4.0
908,youv,,3.0,
909,youve,3.0,,3.0
