,label,bow_wt,bow_stem,bow_lem
0,ad,,1.0,
1,added,1.0,,1.0
2,assess,1.0,2.0,1.0
3,assessment,1.0,,1.0
4,assign,,1.0,
5,assigned,1.0,,1.0
6,class,2.0,2.0,2.0
7,click,1.0,1.0,1.0
8,complet,,1.0,
9,completed,1.0,,1.0
10,customermanagerinstructor,1.0,1.0,1.0
11,descript,,1.0,
12,description,1.0,,1.0
13,discuss,,2.0,
14,discussion,2.0,,2.0
15,due,3.0,3.0,3.0
16,eclass,1.0,1.0,1.0
17,either,1.0,1.0,1.0
18,februari,,3.0,
19,february,3.0,,3.0
20,feedback,2.0,2.0,2.0
21,follow,,1.0,
22,follows,1.0,,1.0
23,grade,,1.0,
24,graded,1.0,,1.0
25,group,12.0,12.0,12.0
26,importantli,,1.0,
27,importantly,1.0,,1.0
28,instead,1.0,1.0,1.0
29,lab,1.0,1.0,1.0
30,last,,1.0,1.0
31,lasts,1.0,,
32,lectur,,2.0,
33,lecture,2.0,,2.0
34,link,2.0,2.0,2.0
35,manual,,1.0,1.0
36,manuals,1.0,,
37,march,2.0,2.0,2.0
38,mark,1.0,1.0,1.0
39,materi,,1.0,
40,material,1.0,,1.0
41,meet,,2.0,
42,meeting,1.0,,2.0
43,meetings,1.0,,
44,midterm,1.0,1.0,1.0
45,monday,2.0,2.0,2.0
46,must,1.0,1.0,1.0
47,page,1.0,1.0,1.0
48,peer,1.0,1.0,1.0
49,peerscholar,1.0,1.0,1.0
50,perhap,,1.0,
51,perhaps,1.0,,1.0
52,phase,1.0,1.0,1.0
53,place,1.0,1.0,1.0
54,progress,1.0,1.0,1.0
55,prototyp,,2.0,
56,prototype,1.0,,2.0
57,prototypes,1.0,,
58,read,,1.0,
59,reading,1.0,,1.0
60,report,1.0,1.0,1.0
61,rubric,1.0,1.0,1.0
62,see,1.0,1.0,1.0
63,student,1.0,1.0,1.0
64,studi,,1.0,
65,study,1.0,,1.0
66,submiss,,1.0,
67,submission,1.0,,1.0
68,submit,2.0,2.0,2.0
69,sunday,2.0,2.0,2.0
70,take,1.0,1.0,1.0
71,task,1.0,1.0,1.0
72,team,2.0,2.0,2.0
73,two,1.0,1.0,1.0
74,use,,1.0,
75,user,1.0,1.0,1.0
76,using,1.0,,1.0
77,usual,2.0,2.0,2.0
78,video,1.0,1.0,1.0
79,wednesday,3.0,3.0,3.0
80,week,5.0,6.0,6.0
81,weeks,1.0,,
82,whole,2.0,2.0,2.0
83,zoom,1.0,1.0,1.0
