,label,bow_wt,bow_stem,bow_lem
0,add,1.0,1.0,1.0
1,also,1.0,1.0,1.0
2,attach,,1.0,
3,attachment,1.0,,1.0
4,bug,4.0,4.0,4.0
5,complet,,1.0,
6,completed,1.0,,1.0
7,cours,,2.0,
8,course,2.0,,2.0
9,creat,,1.0,
10,create,1.0,,1.0
11,great,1.0,1.0,1.0
12,input,1.0,1.0,1.0
13,learn,1.0,1.0,1.0
14,like,1.0,1.0,1.0
15,list,2.0,2.0,2.0
16,longer,1.0,1.0,1.0
17,march,1.0,1.0,1.0
18,materi,,1.0,
19,material,1.0,,1.0
20,musicxml,1.0,1.0,1.0
21,one,2.0,2.0,2.0
22,onlin,,2.0,
23,online,2.0,,2.0
24,report,,4.0,2.0
25,reporting,2.0,,2.0
26,reports,2.0,,
27,section,1.0,2.0,2.0
28,sections,1.0,,
29,start,1.0,1.0,1.0
30,studi,,1.0,
31,study,1.0,,1.0
32,test,,2.0,
33,tested,2.0,,2.0
34,time,1.0,1.0,1.0
35,topic,1.0,1.0,1.0
36,use,1.0,1.0,1.0
37,video,2.0,2.0,2.0
38,viewer,,1.0,1.0
39,viewers,1.0,,
40,watch,1.0,2.0,1.0
41,watching,1.0,,1.0
42,wednesday,1.0,1.0,1.0
43,week,3.0,3.0,3.0
44,youd,1.0,1.0,1.0
