,label,bow_wt,bow_stem,bow_lem
0,branch,,2.0,2.0
1,branches,2.0,,
2,call,,1.0,
3,called,1.0,,1.0
4,click,1.0,1.0,1.0
5,commandlin,,1.0,
6,commandline,1.0,,1.0
7,complet,,1.0,
8,completed,1.0,,1.0
9,describ,,1.0,
10,describe,1.0,,1.0
11,descript,,1.0,
12,description,1.0,,1.0
13,eec,,1.0,1.0
14,eecs,1.0,,
15,etc,1.0,1.0,1.0
16,everyth,,1.0,
17,everything,1.0,,1.0
18,explan,,2.0,
19,explanation,2.0,,2.0
20,fail,1.0,1.0,1.0
21,fastforward,1.0,1.0,1.0
22,februari,,1.0,
23,february,1.0,,1.0
24,file,1.0,1.0,1.0
25,final,,1.0,
26,finally,1.0,,1.0
27,find,1.0,1.0,1.0
28,finish,1.0,1.0,1.0
29,first,1.0,1.0,1.0
30,git,3.0,3.0,3.0
31,gitflow,1.0,1.0,1.0
32,github,1.0,1.0,1.0
33,handi,,1.0,
34,handy,1.0,,1.0
35,help,,1.0,
36,helpful,1.0,,1.0
37,includ,,1.0,
38,includes,1.0,,1.0
39,instruct,,1.0,
40,instruction,,,1.0
41,instructions,1.0,,
42,learn,1.0,2.0,1.0
43,learning,1.0,,1.0
44,lectur,,1.0,
45,lecture,1.0,,1.0
46,link,,1.0,1.0
47,links,1.0,,
48,list,,1.0,1.0
49,lists,1.0,,
50,look,1.0,1.0,1.0
51,main,1.0,1.0,1.0
52,make,1.0,1.0,1.0
53,materi,,2.0,
54,material,2.0,,2.0
55,merg,,2.0,
56,merge,1.0,,1.0
57,merges,1.0,,1.0
58,method,1.0,1.0,1.0
59,might,2.0,2.0,2.0
60,must,1.0,1.0,1.0
61,need,1.0,1.0,1.0
62,next,1.0,1.0,1.0
63,nice,1.0,1.0,1.0
64,organ,,2.0,
65,organize,1.0,,1.0
66,organized,1.0,,1.0
67,origin,,1.0,
68,original,1.0,,1.0
69,page,1.0,1.0,1.0
70,point,,1.0,1.0
71,points,1.0,,
72,present,1.0,1.0,1.0
73,read,1.0,1.0,1.0
74,readm,,1.0,
75,readme,1.0,,1.0
76,rememb,,1.0,
77,remember,1.0,,1.0
78,repositori,,1.0,
79,repository,1.0,,1.0
80,requir,,1.0,
81,required,1.0,,1.0
82,slide,,1.0,1.0
83,slides,1.0,,
84,still,1.0,1.0,1.0
85,studi,,2.0,
86,study,1.0,,1.0
87,studying,1.0,,1.0
88,target,1.0,1.0,1.0
89,unsur,,1.0,
90,unsure,1.0,,1.0
91,video,1.0,1.0,1.0
92,wednesday,1.0,1.0,1.0
93,week,3.0,3.0,3.0
94,well,1.0,1.0,1.0
95,workflow,,1.0,1.0
96,workflows,1.0,,
