,label,bow_wt,bow_stem,bow_lem
0,abl,,1.0,
1,able,1.0,,1.0
2,anoth,,1.0,
3,another,1.0,,1.0
4,complet,,1.0,
5,completed,1.0,,1.0
6,conflict,3.0,3.0,3.0
7,creat,,1.0,
8,create,1.0,,1.0
9,demonstr,,1.0,
10,demonstrate,1.0,,1.0
11,edit,,1.0,
12,editing,1.0,,1.0
13,everi,,1.0,
14,every,1.0,,1.0
15,file,1.0,1.0,1.0
16,fit,1.0,1.0,1.0
17,group,,1.0,1.0
18,groups,1.0,,
19,januari,,1.0,
20,january,1.0,,1.0
21,lab,2.0,2.0,2.0
22,must,2.0,2.0,2.0
23,one,1.0,1.0,1.0
24,process,1.0,1.0,1.0
25,pull,1.0,1.0,1.0
26,push,,1.0,1.0
27,pushes,1.0,,
28,repositori,,1.0,
29,repository,1.0,,1.0
30,resolv,,2.0,
31,resolve,1.0,,1.0
32,resolving,1.0,,1.0
33,see,1.0,1.0,1.0
34,student,2.0,2.0,2.0
35,task,2.0,2.0,2.0
36,team,1.0,1.0,1.0
37,time,1.0,1.0,1.0
38,updat,,1.0,
39,update,1.0,,1.0
40,way,1.0,1.0,1.0
41,wednesday,1.0,1.0,1.0
42,week,1.0,1.0,1.0
43,work,1.0,1.0,1.0
