,label,bow_wt,bow_stem,bow_lem
0,agreement,1.0,1.0,1.0
1,apart,1.0,1.0,1.0
2,assess,,1.0,
3,assessment,1.0,,1.0
4,behalf,1.0,1.0,1.0
5,complet,,3.0,
6,complete,1.0,,1.0
7,completed,2.0,,2.0
8,detail,,1.0,1.0
9,details,1.0,,
10,document,1.0,1.0,1.0
11,download,1.0,1.0,1.0
12,draft,1.0,1.0,1.0
13,due,1.0,1.0,1.0
14,eclass,2.0,2.0,2.0
15,februari,,1.0,
16,february,1.0,,1.0
17,first,1.0,1.0,1.0
18,indic,,1.0,
19,indicated,1.0,,1.0
20,lab,1.0,1.0,1.0
21,link,1.0,1.0,1.0
22,make,1.0,1.0,1.0
23,mark,,1.0,1.0
24,marks,1.0,,
25,member,1.0,1.0,1.0
26,must,1.0,1.0,1.0
27,one,1.0,1.0,1.0
28,peer,1.0,1.0,1.0
29,requir,,1.0,
30,requirement,,,1.0
31,requirements,1.0,,
32,see,1.0,1.0,1.0
33,submiss,,1.0,
34,submission,1.0,,1.0
35,submit,2.0,2.0,2.0
36,task,1.0,1.0,1.0
37,team,3.0,4.0,4.0
38,teams,1.0,,
39,templat,,1.0,
40,template,1.0,,1.0
41,usual,1.0,1.0,1.0
42,wednesday,1.0,1.0,1.0
43,week,2.0,2.0,2.0
