,label,bow_wt,bow_stem,bow_lem
0,accord,,1.0,
1,according,1.0,,1.0
2,agreement,1.0,1.0,1.0
3,alway,,1.0,
4,always,1.0,,1.0
5,branch,1.0,1.0,1.0
6,complet,,2.0,
7,complete,1.0,,1.0
8,completed,1.0,,1.0
9,custom,,1.0,
10,customer,1.0,,1.0
11,demo,1.0,1.0,1.0
12,document,1.0,1.0,1.0
13,draft,1.0,1.0,1.0
14,februari,,1.0,
15,february,1.0,,1.0
16,final,,1.0,
17,finalize,1.0,,1.0
18,first,1.0,1.0,1.0
19,gitflow,2.0,2.0,2.0
20,goal,,1.0,1.0
21,goals,1.0,,
22,latest,1.0,1.0,1.0
23,master,1.0,1.0,1.0
24,organ,,1.0,
25,organize,1.0,,1.0
26,repositori,,1.0,
27,repository,1.0,,1.0
28,requir,,1.0,
29,requirement,,,1.0
30,requirements,1.0,,
31,stabl,,1.0,
32,stable,1.0,,1.0
33,submit,2.0,2.0,2.0
34,switch,1.0,1.0,1.0
35,system,1.0,2.0,2.0
36,systems,1.0,,
37,team,2.0,2.0,2.0
38,understand,1.0,1.0,1.0
39,version,1.0,1.0,1.0
40,wednesday,1.0,1.0,1.0
41,week,1.0,1.0,1.0
42,weekli,,1.0,
43,weekly,1.0,,1.0
