topic,lo,er,ls_p_s,ls_p_i,ls_i_v,ls_i_a,ls_o_i,ls_o_d,ls_pr_a,ls_pr_r,ls_u_s,ls_u_g,ct_text,ct_video,ct_image,ct_website,ct_audio,d_shallow,d_general,d_deep,bt_remember,bt_understand,bt_apply,bt_analyze,bt_evaluate,bt_create,p_adaptive,p_adaptable,p_none
T3,LO1a_1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3
T3,LO2a_1,0,5,5,5,5,1,2,2,3,7,1,1,2,3,1,3,3,3,4,1,1,1,3,0,1,10,1,0
T3,LO2a_2,0,2,3,3,2,3,0,2,1,3,2,1,2,0,1,1,1,1,3,0,2,0,1,1,0,4,1,1
T3,LO2b_1,0,2,3,3,2,0,3,0,4,2,0,2,0,3,0,0,2,1,2,0,1,1,2,0,0,4,2,0
T3,LO2b_2,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
T3,LO2c_1,0,4,2,2,4,3,2,2,1,2,1,3,0,1,1,1,3,1,2,0,2,0,0,2,0,5,1,1
T3,LO2c_2,0,0,6,6,0,1,3,2,4,2,1,2,1,1,1,1,3,0,3,0,1,1,0,0,2,0,7,0
T3,LO2d_1,0,4,7,5,6,2,4,2,3,4,2,4,0,2,3,2,6,2,3,0,3,1,0,0,0,6,4,2
T3,LO3a_1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,3
T3,LO3b_1,0,3,0,1,2,0,1,0,1,1,0,1,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,4
T3,LO3c_1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3
T3,LO3d_1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3
T3,LO3e_1,0,3,1,2,2,3,0,1,0,1,0,1,0,2,1,0,3,1,0,0,1,0,1,0,0,0,0,5
T3,LO3f_1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3
T3,LO3g_1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3
T3,LO3h_1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3
T3,LO3i_1,0,2,0,1,1,0,1,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,3
T3,LO4a_1,0,4,8,5,7,1,6,4,2,5,2,2,3,3,3,1,5,5,2,2,1,1,2,0,0,0,11,2
T3,LO4b_1,0,3,4,1,6,0,3,1,2,1,2,1,1,1,3,1,2,4,1,0,1,0,1,1,0,3,0,5
T3,LO4c_1,0,5,11,8,8,6,3,4,4,4,3,2,2,4,5,3,3,10,3,2,3,0,1,4,1,12,1,4
T3,LO4d_1,0,5,4,4,5,2,4,3,4,2,5,2,2,1,4,0,3,2,4,2,2,3,1,1,0,4,5,1
T3,LO4e_1,0,2,3,3,2,2,2,0,3,2,2,1,2,2,0,0,2,1,2,1,3,0,0,0,0,3,2,1
T3,LO4f_1,0,5,4,4,5,4,3,2,3,5,3,4,0,1,1,3,1,5,3,0,1,4,1,1,1,0,9,1
T3,LO5a_1,0,0,2,0,2,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,3
T3,LO6a_1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3
T3,LO7a_1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3
T3,LO8a_1,0,0,3,0,3,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,4
