topic,lo,er,ls_p_s,ls_p_i,ls_i_v,ls_i_a,ls_o_i,ls_o_d,ls_pr_a,ls_pr_r,ls_u_s,ls_u_g,ct_text,ct_video,ct_image,ct_website,ct_audio,d_shallow,d_general,d_deep,bt_remember,bt_understand,bt_apply,bt_analyze,bt_evaluate,bt_create,p_adaptive,p_adaptable,p_none
T5,LO1a_1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3
T5,LO2a_1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3
T5,LO2b_1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,3
T5,LO2c_1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3
T5,LO2d_1,0,1,1,1,1,1,1,0,2,2,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3
T5,LO2e_1,0,1,1,1,1,0,2,0,2,2,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3
T5,LO2f_1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,3
T5,LO3a_1,0,1,4,1,4,0,1,0,1,1,0,1,0,1,3,0,1,4,0,0,1,0,0,0,0,0,0,6
T5,LO3b_1,0,1,2,1,2,1,0,0,1,1,0,1,0,1,1,0,1,2,0,0,1,1,0,0,0,0,0,4
T5,LO3c_1,0,1,6,1,6,1,1,1,1,2,0,2,0,1,4,0,0,7,0,1,1,1,1,0,1,0,0,8
T5,LO4a_1,0,7,3,3,7,1,4,1,4,4,2,2,1,5,0,2,4,5,1,1,2,2,2,1,1,5,5,1
T5,LO4b_1,0,4,4,4,4,3,2,1,2,4,0,3,1,3,0,1,5,2,1,0,3,1,1,0,1,3,5,1
T5,LO4c_1,0,8,8,7,9,7,6,4,9,8,4,4,3,6,3,0,6,7,3,1,5,1,1,3,2,5,9,3
T5,LO4d_1,0,4,4,4,4,1,4,2,3,2,1,2,1,2,1,2,3,5,0,0,2,2,1,1,1,8,0,1
T5,LO4e_1,0,5,12,9,8,7,5,6,3,5,5,5,2,4,3,3,9,5,3,0,5,1,3,4,1,8,8,2
T5,LO5a_1,0,0,2,0,2,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,3
T5,LO6a_1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3
