topic,lo,er,ls_p_s,ls_p_i,ls_i_v,ls_i_a,ls_o_i,ls_o_d,ls_pr_a,ls_pr_r,ls_u_s,ls_u_g,ct_text,ct_video,ct_image,ct_website,ct_audio,d_shallow,d_general,d_deep,bt_remember,bt_understand,bt_apply,bt_analyze,bt_evaluate,bt_create,p_adaptive,p_adaptable,p_none
T2,LO4a_1,0,0.58,0.58,0.58,0.58,0.0,0.5,0.5,0.5,0.5,0.0,0.58,0.5,0.5,0.0,0.0,0.5,0.5,0.58,0.0,0.5,0.0,0.0,0.58,0.0,0.58,0.58,0.0
T2,LO4b_1,0,0.0,0.0,0.71,0.71,0.71,0.0,0.71,0.0,0.71,0.0,0.71,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0
T2,LO4c_1,0,0.55,0.55,0.55,0.55,0.55,0.45,0.55,0.55,0.45,0.45,0.45,0.55,0.0,0.55,0.0,0.55,0.45,0.45,0.45,0.0,0.45,0.45,0.45,0.0,0.0,0.0,0.0
T2,LO4c_2,0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.58,0.58,0.5,0.5,0.5,0.5,0.0,0.5,0.58,0.58,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.5,0.5,0.0
T2,LO4d_1,0,0.41,0.41,0.41,0.41,0.41,0.55,0.52,0.0,0.52,0.52,0.41,0.41,0.52,0.41,0.41,0.55,0.52,0.41,0.0,0.41,0.41,0.52,0.41,0.0,0.52,0.52,0.0
T2,LO4e_1,0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.58,0.5,0.0,0.5,0.0,0.5,0.58,0.0,0.58,0.5,0.5,0.0,0.0,0.58,0.5,0.0,0.0,0.58,0.58,0.0
T2,LO4e_2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T2,LO4f_1,0,0.35,0.35,0.35,0.35,0.53,0.46,0.46,0.52,0.52,0.52,0.53,0.35,0.52,0.0,0.0,0.53,0.46,0.46,0.35,0.0,0.53,0.35,0.0,0.46,0.46,0.46,0.0
T2,LO4f_2,0,0.55,0.55,0.55,0.55,0.52,0.52,0.41,0.55,0.0,0.52,0.41,0.0,0.41,0.41,0.55,0.41,0.52,0.55,0.0,0.0,0.52,0.0,0.41,0.41,0.0,0.0,0.0
T2,LO5a_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.71,0.0,0.0,0.71,0.0,0.71,0.71,0.0,0.0,0.71,0.0,0.0,0.0,0.71,0.0,0.0,0.0
T2,LO6a_1,0,0.71,0.71,0.71,0.71,0.0,0.71,0.0,0.71,0.71,0.0,0.71,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T2,LO7a_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.58,0.0,0.58,0.58,0.58,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
