topic,lo,er,ls_p_s,ls_p_i,ls_i_v,ls_i_a,ls_o_i,ls_o_d,ls_pr_a,ls_pr_r,ls_u_s,ls_u_g,ct_text,ct_video,ct_image,ct_website,ct_audio,d_shallow,d_general,d_deep,bt_remember,bt_understand,bt_apply,bt_analyze,bt_evaluate,bt_create,p_adaptive,p_adaptable,p_none
T1,LO1a_1,0,0,1,0.33,0.67,0,1,0,1,1,0,0.33,0.33,0,0.33,0,1,0,0,0,1,0,0,0,0,0,0,1
T1,LO2a_1,0,0,1,0.5,0.5,1,0,0,1,1,0,0.5,0.5,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,1
T1,LO2b_1,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,1,0,0.5,0,0,0,0,1
T1,LO2c_1,0,1,0,0.33,0.67,0,0.67,0,0.67,0.67,0,0.67,0,0.33,0,0,0.33,0.33,0.33,0,0.67,0,0.33,0,0,0,0,1
T1,LO2d_1,0,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.4,0,0.2,0.2,0,0.6,0,0.4,0.6,0,0,0.2,0,0.4,0,0,0,0,1
T1,LO2e_1,0,0.33,0.67,0.17,0.83,0.17,0.17,0.17,0.17,0.17,0.17,0.33,0,0.17,0.5,0,0.33,0.67,0,0,0.5,0.17,0.17,0,0,0,0,1
T1,LO2f_1,0,0.33,0.67,0.33,0.67,0,0.67,0.33,0,0.67,0,0.67,0,0.33,0,0,0.67,0.33,0,0,0.33,0.33,0,0,0.33,0,0,1
T1,LO2g_1,0,0.33,0.67,0.33,0.67,0,0.33,0,0.33,0.33,0,0.33,0,0.33,0.33,0,1,0,0,0,0.33,0.67,0,0,0,0,0,1
T1,LO3a_1,0,0.44,0.56,0.56,0.44,0.33,0.44,0,0.33,0.33,0.33,0.22,0.33,0.22,0.22,0,0.33,0,0.67,0.11,0.33,0.22,0,0.22,0,1,0,0
T1,LO3b_1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,0,0.5,0.5,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,1
T1,LO3b_2,0,0.67,0.33,0.33,0.67,1,0,0.33,0.67,0.33,0.67,0,0,0,0.67,0.33,0.33,0.33,0.33,0,0,0,0.33,0,0.67,0,0.67,0.33
T1,LO3c_1,0,0.31,0.69,0.41,0.59,0.22,0.28,0.16,0.34,0.23,0.25,0.14,0.09,0.17,0.5,0.09,0.31,0.25,0.44,0.08,0.08,0.09,0.12,0.12,0.16,0.42,0.52,0.06
T1,LO3c_2,0,0.51,0.49,0.49,0.51,0.34,0.39,0.49,0.32,0.41,0.17,0.24,0.22,0.2,0.07,0.27,0.34,0.37,0.29,0.17,0.15,0.15,0.1,0.1,0.12,0.49,0.46,0.05
T1,LO3d_1,0,0.67,0.33,0.33,0.67,0,0.33,0,0.33,0.33,0,0.33,0,0.33,0.33,0,1,0,0,0,0.33,0.33,0,0,0,0,0,1
T1,LO4a_1,0,0.25,0.75,0.75,0.25,0.25,0.42,0.17,0.58,0.5,0.08,0.17,0.17,0.33,0.25,0.08,0.5,0.33,0.17,0.08,0.33,0.33,0.08,0.08,0,0.58,0.42,0
T1,LO4b_1,0,0.56,0.44,0.38,0.62,0.31,0.25,0.38,0.38,0.19,0.25,0.38,0.06,0.19,0.25,0.12,0.25,0.44,0.31,0.19,0.12,0.19,0.06,0.19,0.12,0.94,0,0.06
T1,LO5a_1,0,0,1,0,1,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0,0,1
T1,LO6a_1,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,1
T1,LO7a_1,0,0,1,0,1,0,0,0,0,0,0,0.14,0,0,0.86,0,0.14,0,0.86,0,0.14,0,0,0,0,0,0,1
T1,LO8a_1,0,0,1,0,1,0,0,0,0,0,0,0.11,0,0,0.89,0,0.11,0,0.89,0,0.11,0,0,0,0,0,0,1
