topic,lo,er,ls_p_s,ls_p_i,ls_i_v,ls_i_a,ls_o_i,ls_o_d,ls_pr_a,ls_pr_r,ls_u_s,ls_u_g,ct_text,ct_video,ct_image,ct_website,ct_audio,d_shallow,d_general,d_deep,bt_remember,bt_understand,bt_apply,bt_analyze,bt_evaluate,bt_create,p_adaptive,p_adaptable,p_none
T7,LO1a_1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3
T7,LO2a_1,0,1,2,2,1,1,1,1,1,2,0,1,1,0,1,0,1,2,0,0,2,1,0,0,0,0,2,2
T7,LO2b_1,0,1,3,1,3,1,1,1,1,2,0,2,0,1,1,0,1,3,0,0,1,0,0,1,0,0,0,5
T7,LO2c_1,0,4,6,5,5,3,5,3,4,5,2,5,1,4,0,0,4,5,1,1,3,2,0,2,1,0,9,2
T7,LO3a_1,0,5,4,3,6,3,3,4,3,4,3,2,0,4,1,2,2,4,3,1,3,0,0,3,1,4,4,2
T7,LO3b_1,0,1,2,2,1,0,2,0,2,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,2,2
T7,LO3c_1,0,4,2,2,4,1,2,3,1,2,2,2,1,1,1,1,2,3,1,1,2,0,0,0,0,6,0,1
T7,LO3d_1,0,3,2,2,3,0,1,0,2,2,1,2,0,1,0,2,1,3,1,0,2,1,0,0,1,5,0,1
T7,LO3e_1,0,1,9,9,1,5,3,2,6,3,3,3,1,2,2,2,3,2,5,2,1,0,4,1,0,0,10,1
T7,LO3f_1,0,7,3,2,8,4,3,2,4,1,3,3,2,3,1,1,4,3,3,1,4,1,0,1,0,7,3,1
T7,LO3g_1,0,4,5,3,6,3,2,1,7,3,4,2,2,2,1,2,1,5,3,1,3,2,0,2,0,9,0,1
T7,LO3h_1,0,6,10,8,8,4,4,0,5,7,4,3,4,2,5,2,6,4,6,0,5,3,0,3,2,11,5,1
T7,LO3i_1,0,4,6,5,5,2,3,2,4,5,2,2,2,3,2,1,4,3,3,2,2,2,1,0,0,5,5,1
T7,LO4a_1,0,6,5,4,7,2,3,0,6,5,2,2,1,3,4,1,3,6,2,0,4,0,1,0,2,4,7,1
T7,LO4b_1,0,1,2,2,1,1,1,1,1,1,0,2,0,1,0,0,1,2,0,0,1,0,0,1,1,2,0,2
T7,LO4c_1,0,2,7,4,5,1,2,0,6,3,2,3,0,1,3,2,2,4,3,2,2,1,0,1,0,2,7,1
T7,LO4d_1,0,8,5,2,11,5,4,2,3,5,3,4,3,0,3,3,4,5,4,1,2,1,3,1,3,0,13,1
T7,LO4e_1,0,1,6,4,3,2,3,1,4,3,1,2,2,1,1,1,0,3,4,1,2,1,0,0,2,5,2,1
T7,LO4f_1,0,1,2,1,2,1,2,1,1,1,1,1,0,2,0,0,0,2,1,0,1,2,0,1,0,3,0,1
T7,LO4g_1,0,2,3,3,2,3,1,2,2,2,0,1,0,1,0,3,2,2,1,0,3,0,1,0,0,2,3,1
T7,LO4h_1,0,5,7,6,6,4,3,5,3,3,5,3,2,3,2,2,4,4,4,1,1,4,2,1,1,5,7,1
T7,LO4i_1,0,3,1,1,3,1,2,0,3,2,1,2,0,1,1,0,1,2,1,0,1,1,0,0,1,0,3,2
T7,LO4j_1,0,2,6,6,2,1,4,2,3,2,2,1,0,2,4,1,3,4,1,0,2,1,0,0,2,0,8,1
T7,LO4k_1,0,4,7,6,5,3,5,0,4,6,2,6,1,2,1,1,4,6,1,1,4,2,1,1,1,3,8,1
T7,LO4l_1,0,2,1,1,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,2,0,2
T7,LO5a_1,0,1,1,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,3
T7,LO6a_1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3
T7,LO7a_1,0,0,3,0,3,0,0,0,1,0,0,1,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,4
T7,LO8a_1,0,0,3,0,3,0,0,0,1,0,0,1,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,4
