topic,lo,er,ls_p_s,ls_p_i,ls_i_v,ls_i_a,ls_o_i,ls_o_d,ls_pr_a,ls_pr_r,ls_u_s,ls_u_g,ct_text,ct_video,ct_image,ct_website,ct_audio,d_shallow,d_general,d_deep,bt_remember,bt_understand,bt_apply,bt_analyze,bt_evaluate,bt_create,p_adaptive,p_adaptable,p_none
T8,LO1a_1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
T8,LO2a_1,0,0.56,0.44,0.44,0.56,0.33,0.22,0.22,0.44,0.33,0.22,0.22,0.33,0.11,0.11,0.22,0.33,0.56,0.11,0.22,0.11,0.22,0,0.33,0,0,1,0
T8,LO2b_1,0,0.67,0.33,0.33,0.67,0.33,0.17,0,0.67,0.5,0,0.33,0,0.5,0.17,0,0.5,0.33,0.17,0,0.5,0,0.17,0,0,1,0,0
T8,LO2c_1,0,0.27,0.73,0.73,0.27,0.2,0.33,0.27,0.2,0.4,0.13,0.27,0.07,0.27,0.13,0.27,0.2,0.47,0.33,0.13,0.33,0.13,0.13,0.13,0,0.2,0.8,0
T8,LO2c_1,0,0.36,0.64,0.64,0.36,0.27,0.36,0.27,0.27,0.45,0.18,0.18,0.18,0.27,0.27,0.09,0.36,0.27,0.36,0.18,0.27,0,0.18,0.09,0.18,0.45,0.45,0.09
T8,LO3a_1,0,0.33,0.67,0.33,0.67,0,0.33,0,0.33,0.33,0,0.33,0,0.33,0.33,0,0.33,0.33,0.33,0,0.33,0,0.33,0,0,0,0,1
T8,LO3b_1,0,0.2,0.8,0.2,0.8,0.2,0.4,0.2,0.4,0.6,0,0.6,0,0.2,0.2,0,0.2,0.8,0,0,0.4,0.2,0.4,0,0.2,0,0,1
T8,LO3c_1,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,1
T8,LO3d_1,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0,0,1
T8,LO3e_1,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,1
T8,LO3f_1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,1
T8,LO4a_1,0,0,1,0.25,0.75,0,0.25,0,0.25,0.25,0,0.25,0,0,0.75,0,0,1,0,0.25,0,0.25,0,0,0,0,0,1
T8,LO4b_1,0,0.25,0.75,0.25,0.75,0,0.25,0.25,0.25,0.5,0,0.5,0,0.25,0.25,0,0.25,0.75,0,0.25,0,0.25,0,0.25,0,0,0,1
T8,LO5a_1,0,0,1,0.5,0.5,0,0,0,1,0,0,1,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0,0,1
T8,LO6a_1,0,0.33,0.67,0.33,0.67,0,0.33,0,0.67,0.67,0,0.33,0.33,0,0.33,0,0.33,0.67,0,0.33,0.33,0.33,0,0,0,0,0,1
T8,LO7a_1,0,0.12,0.88,0.12,0.88,0,0.12,0,0.12,0.12,0,0.12,0,0.12,0.75,0,0.12,0.12,0.75,0,0.12,0,0,0,0,0,0,1
T8,LO8a_1,0,0,1,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,1
