topic,lo,er,ls_p_s,ls_p_i,ls_i_v,ls_i_a,ls_o_i,ls_o_d,ls_pr_a,ls_pr_r,ls_u_s,ls_u_g,ct_text,ct_video,ct_image,ct_website,ct_audio,d_shallow,d_general,d_deep,bt_remember,bt_understand,bt_apply,bt_analyze,bt_evaluate,bt_create,p_adaptive,p_adaptable,p_none
T4,LO1a_1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
T4,LO2a_1,0,0.67,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0,0.33,0,0.33,0,0.33,1,0,0,0,0.67,0,0,0,0,0,0,1
T4,LO2b_1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0,0,0,0.5,0.5,0,0.5,1,0,0,0,0,0,0,1
T4,LO2c_1,0,0.33,0.67,0.33,0.67,0,0.33,0,0.33,0.33,0,0.33,0,0.33,0.33,0,1,0,0,0,0.33,0.33,0,0,0,0,0,1
T4,LO2d_1,0,0,1,0,1,0.12,0.12,0.12,0.12,0.25,0,0.25,0,0,0.75,0,0.25,0.25,0.5,0,0.12,0.12,0,0,0,0,0,1
T4,LO2e_1,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,1
T4,LO3a_1,0,0.67,0.33,0.33,0.67,0.33,0.5,0.5,0.17,0.33,0.17,0.67,0.17,0,0,0.17,0.5,0.17,0.33,0.33,0,0,0.17,0,0.17,0.33,0.67,0
T4,LO3b_1,0,0.33,0.67,0.67,0.33,0.33,0.33,0.33,0.17,0.33,0.5,0.33,0,0.33,0.17,0.17,0.17,0.83,0,0,0.17,0,0,0.17,0.5,0,1,0
T4,LO3c_1,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0,1,0,0,0.5,0,0,0,0,0,0,1
T4,LO3d_1,0,0.4,0.6,0.6,0.4,0.2,0.4,0.2,0.4,0.4,0.4,0.2,0,0.4,0,0.4,0.6,0,0.4,0.4,0.2,0,0.2,0.2,0,0.4,0.6,0
T4,LO3e_1,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,1,0,0,0,0.5,0,0,0,0,0,0,1
T4,LO4a_1,0,0.44,0.56,0.56,0.44,0.22,0.44,0.11,0.44,0.67,0.11,0.11,0.22,0.33,0.22,0.11,0.22,0.33,0.44,0.11,0.22,0.11,0.11,0.22,0.11,0.44,0.56,0
T4,LO4b_1,0,0.75,0.25,0.25,0.75,0.38,0.12,0,0.88,0.5,0.12,0.38,0.38,0.12,0,0.12,0.38,0.38,0.25,0,0.25,0.12,0.12,0.38,0,0,1,0
T4,LO4c_1,0,0.5,0.5,0.5,0.5,0.5,0.25,0,0.25,0.25,0,0.75,0,0.25,0,0,0.5,0.5,0,0,0.5,0,0,0.25,0,0.75,0,0.25
T4,LO4d_1,0,0.31,0.69,0.69,0.31,0.46,0.23,0.15,0.46,0.15,0.38,0.23,0.15,0.15,0.15,0.31,0.08,0.62,0.31,0.15,0.31,0.08,0.15,0.23,0,0,1,0
T4,LO5a_1,0,0,1,0,1,0,0,0,1,0,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0,0,1
T4,LO6a_1,0,0.33,0.67,0.33,0.67,0,0.33,0,0.33,0.33,0,0.33,0,0.33,0.33,0,1,0,0,0,0.33,0,0,0,0,0,0,1
