topic,lo,er,ls_p_s,ls_p_i,ls_i_v,ls_i_a,ls_o_i,ls_o_d,ls_pr_a,ls_pr_r,ls_u_s,ls_u_g,ct_text,ct_video,ct_image,ct_website,ct_audio,d_shallow,d_general,d_deep,bt_remember,bt_understand,bt_apply,bt_analyze,bt_evaluate,bt_create,p_adaptive,p_adaptable,p_none
T5,LO1a_1,0,0.71,0.71,0.71,0.71,0.71,0.71,0.0,0.71,0.71,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5,LO2a_1,0,0.71,0.71,0.71,0.71,0.0,0.71,0.0,0.71,0.71,0.0,0.71,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5,LO2b_1,0,0.71,0.71,0.71,0.71,0.0,0.71,0.0,0.71,0.71,0.0,0.71,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5,LO2c_1,0,0.71,0.71,0.71,0.71,0.0,0.71,0.0,0.71,0.71,0.0,0.71,0.0,0.71,0.0,0.0,0.71,0.71,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5,LO2d_1,0,0.71,0.71,0.71,0.71,0.71,0.71,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5,LO2e_1,0,0.71,0.71,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5,LO2f_1,0,0.71,0.71,0.71,0.71,0.0,0.71,0.0,0.71,0.71,0.0,0.71,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5,LO3a_1,0,0.45,0.45,0.45,0.45,0.0,0.45,0.0,0.45,0.45,0.0,0.45,0.0,0.45,0.55,0.0,0.45,0.45,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5,LO3b_1,0,0.58,0.58,0.58,0.58,0.58,0.0,0.0,0.58,0.58,0.0,0.58,0.0,0.58,0.58,0.0,0.58,0.58,0.0,0.0,0.58,0.58,0.0,0.0,0.0,0.0,0.0,0.0
T5,LO3c_1,0,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.49,0.0,0.49,0.0,0.38,0.53,0.0,0.0,0.0,0.0,0.38,0.38,0.38,0.38,0.0,0.38,0.0,0.0,0.0
T5,LO4a_1,0,0.48,0.48,0.48,0.48,0.32,0.52,0.32,0.52,0.52,0.42,0.42,0.32,0.53,0.0,0.42,0.52,0.53,0.32,0.32,0.42,0.42,0.42,0.32,0.32,0.53,0.53,0.0
T5,LO4b_1,0,0.53,0.53,0.53,0.53,0.52,0.46,0.35,0.46,0.53,0.0,0.52,0.35,0.52,0.0,0.35,0.52,0.46,0.35,0.0,0.52,0.35,0.35,0.0,0.35,0.52,0.52,0.0
T5,LO4c_1,0,0.52,0.52,0.51,0.51,0.51,0.5,0.45,0.51,0.52,0.45,0.45,0.4,0.5,0.4,0.0,0.5,0.51,0.4,0.25,0.48,0.25,0.25,0.4,0.34,0.48,0.51,0.34
T5,LO4d_1,0,0.53,0.53,0.53,0.53,0.35,0.53,0.46,0.52,0.46,0.35,0.46,0.35,0.46,0.35,0.46,0.52,0.52,0.0,0.0,0.46,0.46,0.35,0.35,0.35,0.0,0.0,0.0
T5,LO4e_1,0,0.47,0.47,0.51,0.51,0.51,0.47,0.49,0.39,0.47,0.47,0.47,0.33,0.44,0.39,0.39,0.51,0.47,0.39,0.0,0.47,0.24,0.39,0.44,0.24,0.51,0.51,0.24
T5,LO5a_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.71,0.0,0.71,0.71,0.0,0.0,0.71,0.0,0.0,0.0,0.71,0.0,0.0,0.0
T5,LO6a_1,0,0.71,0.71,0.71,0.71,0.0,0.71,0.0,0.71,0.71,0.0,0.71,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
